Rank,Fitness,Chromosome
0,0.918075,"[['-', '-', 'h'], ['-', 'z', 'crz(0,0.764671341161485)'], ['-', 'crz(2,1.5297666871826603)', '-'], ['-', 'h', 'w'], ['crz(1,1.5753809226084883)', '-', 'rz(0.7930536037870852)'], ['h', 'rz(0.7852191241961546)', '-']]"
1,0.918057,"[['-', '-', 'h'], ['-', 'tdg', 'crz(0,0.7569545135094164)'], ['-', 'crz(2,1.5552573299194905)', '-'], ['-', 'h', 'w'], ['crz(1,1.5934591842674741)', '-', 'rz(0.8114116166301607)'], ['h', 'rz(0.7946789335213982)', '-']]"
2,0.918028,"[['-', '-', 'h'], ['-', 'w', 'crz(0,0.8001338717130797)'], ['-', 'crz(2,1.5627592262232854)', '-'], ['-', 'h', 'w'], ['crz(1,1.579683670484579)', '-', 'rz(0.8018319651680531)'], ['h', 'rz(0.7945960461240802)', '-']]"
3,0.918025,"[['-', '-', 'h'], ['-', 'w', 'crz(0,0.7945409320539649)'], ['-', 'crz(2,1.5384181814670383)', '-'], ['-', 'h', 'w'], ['crz(1,1.5350331983268037)', '-', 'rz(0.7799164691538855)'], ['h', 'rz(0.7731303521508669)', '-']]"
4,0.918003,"[['-', '-', 'h'], ['-', 'w', 'crz(0,0.7585819259886766)'], ['-', 'crz(2,1.5849592101117975)', '-'], ['-', 'h', 'w'], ['crz(1,1.6102057976005677)', '-', 'rz(0.8138468739663628)'], ['h', 'rz(0.785244795797258)', '-']]"
5,0.917995,"[['-', '-', 'h'], ['-', 'z', 'crz(0,0.806216736623702)'], ['-', 'crz(2,1.5922032387527079)', '-'], ['-', 'h', 'w'], ['crz(1,1.551157677039908)', '-', 'rz(0.7541146309644133)'], ['h', 'rz(0.7965363707956632)', '-']]"
6,0.917973,"[['-', '-', 'h'], ['-', 'tdg', 'crz(0,0.8075125051683217)'], ['-', 'crz(2,1.5915759630137385)', '-'], ['-', 'h', 'w'], ['crz(1,1.5878482819077728)', '-', 'rz(0.7515442817204355)'], ['h', 'rz(0.773275593557182)', '-']]"
7,0.917961,"[['-', '-', 'h'], ['-', 'w', 'crz(0,0.7560729065180604)'], ['-', 'crz(2,1.5708263091135075)', '-'], ['-', 'h', 'ry(0.0)'], ['crz(1,1.6270674509020542)', '-', 'rz(0.80371034910799)'], ['h', 'rz(0.7831747398247881)', '-']]"
8,0.917931,"[['-', '-', 'h'], ['-', 'w', 'crz(0,0.7772244957246464)'], ['-', 'crz(2,1.5193324355639908)', '-'], ['-', 'h', 'w'], ['crz(1,1.5393779617607761)', '-', 'rz(0.7930265261423288)'], ['h', 'rz(0.8001053580965717)', '-']]"
9,0.917887,"[['-', '-', 'h'], ['-', 'tdg', 'crz(0,0.7993514840401715)'], ['-', 'crz(2,1.6105443602891538)', '-'], ['-', 'h', 'w'], ['crz(1,1.5904290546212674)', '-', 'rz(0.7502800205793474)'], ['h', 'rz(0.787343768525927)', '-']]"
