Rank,Fitness,Chromosome
0,0.919422,"[['w', 's', 'crx(1,1.586429045337088)'], ['w', 'h', 'h'], ['h', 's', 'rz(0.39034418077061966)'], ['crx(1,1.5489179165643319)', '-', 'w'], ['crx(2,0.779597944338044)', 'tdg', '-']]"
1,0.919418,"[['w', 's', 'crx(1,1.5708877236857808)'], ['w', 'h', 'h'], ['h', 's', 'rz(0.3775112380829154)'], ['crx(1,1.568143971527062)', '-', 'w'], ['crx(2,0.7902856174706572)', 'tdg', '-']]"
2,0.919417,"[['w', 'tdg', 'crx(1,1.573365168279909)'], ['w', 'h', 'h'], ['h', 's', 'rz(0.37866358849964515)'], ['crx(1,1.5744264469611045)', '-', 'w'], ['crx(2,0.8026019184262059)', 'tdg', '-']]"
3,0.919405,"[['w', 'rz(0.6034785815275622)', 'crx(1,1.5671540050313255)'], ['w', 'h', 'h'], ['h', 's', 'rz(0.3949433393465647)'], ['crx(1,1.567337785604785)', '-', 'w'], ['crx(2,0.7515045542545076)', 'tdg', '-']]"
4,0.919351,"[['h', 's', 'crx(1,1.574880548317676)'], ['z', 'h', 'h'], ['z', 's', 'rz(0.39265126620453317)'], ['crx(1,1.586463701248061)', '-', 'w'], ['crx(2,0.7427441092570903)', 'tdg', '-']]"
5,0.919339,"[['w', 's', 'crx(1,1.5920948472622853)'], ['w', 'h', 'h'], ['h', 's', 'rz(0.3773180070096923)'], ['crx(1,1.6102552068431262)', '-', 'w'], ['crx(2,0.7990754064905008)', 'tdg', '-']]"
6,0.919325,"[['w', 's', 'crx(1,1.5719895994850317)'], ['w', 'h', 'h'], ['h', 's', 'rz(0.389571176302138)'], ['crx(1,1.6196366108209286)', '-', 'w'], ['crx(2,0.7749056328361781)', 'tdg', '-']]"
7,0.919324,"[['w', 'z', 'crx(1,1.5712531074333105)'], ['w', 'h', 'h'], ['h', 's', 'rz(0.3789583497223758)'], ['crx(1,1.6087375016894232)', '-', 'w'], ['crx(2,0.8051311551232827)', 'tdg', '-']]"
8,0.919314,"[['w', 's', 'crx(1,1.5233896710766515)'], ['w', 'h', 'h'], ['h', 's', 'rz(0.4135723435544291)'], ['crx(1,1.5846821556875068)', '-', 'w'], ['crx(2,0.7688913509650481)', 'tdg', '-']]"
9,0.919302,"[['w', 'z', 'crx(1,1.5976481789142982)'], ['w', 'h', 'h'], ['h', 's', 'rz(0.39672821856173907)'], ['crx(1,1.5461649274706522)', '-', 'w'], ['crx(2,0.8052321054717029)', 'tdg', '-']]"
