Rank,Fitness,Chromosome
0,0.944684,"[['tdg', '-', 'crx(1,1.5718245439523062)'], ['-', 'crx(0,1.561790864883609)', 'h'], ['-', 'h', 'crz(0,0.7852563126776378)'], ['h', '-', 'swap(1)'], ['rx(0.6823769738900413)', 'w', 'w']]"
1,0.944680,"[['tdg', '-', 'crx(1,1.5686283378271528)'], ['-', 'crx(0,1.573259494180302)', 'h'], ['-', 'h', 'crz(0,0.7760524850442264)'], ['h', '-', 'swap(1)'], ['rx(0.5313716157943902)', 'w', 'w']]"
2,0.944679,"[['tdg', '-', 'crx(1,1.5676074708338952)'], ['-', 'crx(0,1.571017980235677)', 'h'], ['-', 'h', 'crz(0,0.7978982614864361)'], ['h', 'w', 'w'], ['rx(0.3521702372730612)', 'w', 'w']]"
3,0.944679,"[['s', '-', 'crx(1,1.5680946821064132)'], ['-', 'crx(0,1.5613745195659776)', 'h'], ['-', 'h', 'crz(0,0.7808845718450317)'], ['h', 'w', 'w'], ['rx(0.4987977041615249)', 'swap(2)', '-']]"
4,0.944673,"[['t', '-', 'crx(1,1.5687789078350232)'], ['-', 'crx(0,1.5812027144076417)', 'h'], ['-', 'h', 'crz(0,0.7785143772821075)'], ['h', 'w', 'w'], ['rx(1.0484187422080906)', 'swap(2)', '-']]"
5,0.944666,"[['tdg', '-', 'crx(1,1.5637364810230066)'], ['-', 'crx(0,1.5577467430462792)', 'h'], ['-', 'h', 'crz(0,0.783393012017456)'], ['h', '-', 'swap(1)'], ['rx(0.6111344179504654)', 'w', 'w']]"
6,0.944664,"[['tdg', '-', 'crx(1,1.564743994997182)'], ['-', 'crx(0,1.5854705808487692)', 'h'], ['-', 'h', 'crz(0,0.7920566444374112)'], ['h', 'w', 'w'], ['rx(0.9803051010932572)', 'swap(2)', '-']]"
7,0.944663,"[['tdg', '-', 'crx(1,1.581740530727501)'], ['-', 'crx(0,1.5649394679542277)', 'h'], ['-', 'h', 'crz(0,0.7917791808862542)'], ['h', 'w', 'w'], ['rx(0.3922930297875222)', 'w', 'w'], ['w', 'w', 'w']]"
8,0.944663,"[['tdg', '-', 'crx(1,1.5588650023152557)'], ['-', 'crx(0,1.566928351662634)', 'h'], ['-', 'h', 'crz(0,0.8033438651084169)'], ['h', 'w', 'w'], ['rx(0.8623200702220986)', 'w', 'w']]"
9,0.944662,"[['tdg', '-', 'crx(1,1.553661249772536)'], ['-', 'crx(0,1.5778786391249315)', 'h'], ['-', 'h', 'crz(0,0.7932796281229331)'], ['h', 'w', 'w'], ['rx(0.35505092752834994)', 'w', 'w']]"
