Iteration,Rank,Fitness,Chromosome
19999,0,0.999998,"[['w', '-', 'crx(1,1.572593274658635)'], ['-', 'crx(0,0.6019926446808904)', 'crx(0,0.7884855068141627)'], ['swap(2)', 'crx(2,0.9698263005341313)', '-'], ['h', 'h', 'h']]"
19999,1,0.999994,"[['sdg', '-', 'crx(1,1.575316943034405)'], ['-', 'crx(0,0.6268701276341908)', 'crx(0,0.777761945574351)'], ['swap(2)', 'crx(2,0.9422576524446281)', '-'], ['h', 'h', 'h']]"
19999,2,0.999992,"[['crz(1,0.5477503855879067)', '-', 'crx(1,1.571954904462777)'], ['-', 'crx(0,0.6312075680895062)', 'crx(0,0.7771293277826868)'], ['swap(2)', 'crx(2,0.9373313911510349)', '-'], ['h', 'h', 'h']]"
19999,3,0.999991,"[['crz(1,0.6010130659126459)', '-', 'crx(1,1.5708563516080127)'], ['-', 'crx(0,0.723436359355844)', 'crx(0,0.7818582730686168)'], ['swap(2)', 'crx(2,0.8396925739140516)', '-'], ['h', 'h', 'h']]"
19999,4,0.999991,"[['crz(1,0.6841800453460667)', '-', 'crx(1,1.569679621589696)'], ['-', 'crx(0,0.6363104501649871)', 'crx(0,0.7935094552230839)'], ['swap(2)', 'crx(2,0.9304178533044529)', '-'], ['h', 'h', 'h']]"
19999,5,0.999990,"[['crz(1,0.5080929911958473)', '-', 'crx(1,1.5733469225864278)'], ['-', 'crx(0,0.8262437518728791)', 'crx(0,0.7904835520425532)'], ['swap(2)', 'crx(2,0.7503546816896285)', '-'], ['h', 'h', 'h']]"
19999,6,0.999990,"[['crz(1,0.3587702305134111)', '-', 'crx(1,1.5612699878625003)'], ['-', 'crx(0,0.5425222744355993)', 'crx(0,0.7888241036829776)'], ['swap(2)', 'crx(2,1.0252134545092237)', '-'], ['h', 'h', 'h']]"
19999,7,0.999990,"[['crz(1,0.7334867486251908)', '-', 'crx(1,1.580493243784481)'], ['-', 'crx(0,0.5041954928875196)', 'crx(0,0.7782046629295606)'], ['swap(2)', 'crx(2,1.0645412375923335)', '-'], ['h', 'h', 'h']]"
19999,8,0.999989,"[['s', '-', 'crx(1,1.5654542174793906)'], ['-', 'crx(0,0.6770022283497109)', 'crx(0,0.7898205740413243)'], ['swap(2)', 'crx(2,0.9019813902909652)', '-'], ['h', 'h', 'h']]"
19999,9,0.999983,"[['crz(1,0.725053359242668)', '-', 'crx(1,1.5681087175293797)'], ['-', 'crx(0,0.6594535601525703)', 'crx(0,0.7875480986598588)'], ['swap(2)', 'crx(2,0.9225890887558792)', '-'], ['h', 'h', 'h']]"
