Rank,Fitness,Chromosome
0,0.999999,"[['w', '-', 'crx(1,1.569996044226674)'], ['-', 'w', 'crx(0,0.7846286723495339)'], ['-', 'crx(0,1.567670685438333)', 'w'], ['h', 'h', 'h']]"
1,0.999995,"[['w', '-', 'crx(1,1.5734874161681938)'], ['-', 'w', 'crx(0,0.7824376255274704)'], ['-', 'crx(0,1.565041857840135)', 'w'], ['h', 'h', 'h']]"
2,0.999993,"[['w', '-', 'crx(1,1.5795728114952077)'], ['-', 'crz(0,0.4581198378146366)', 'crx(0,0.781714266084243)'], ['-', 'crx(0,1.5706105339392524)', 'w'], ['h', 'h', 'h']]"
3,0.999991,"[['w', '-', 'crx(1,1.5715783757218496)'], ['-', 'rz(0.1803389756340793)', 'crx(0,0.7871282544982185)'], ['s', 'crx(0,1.5789217882438833)', 'w'], ['h', 'h', 'h']]"
4,0.999989,"[['w', '-', 'crx(1,1.5781412573114109)'], ['-', 'w', 'crx(0,0.7864787923213122)'], ['-', 'crx(0,1.5661222619905057)', 'w'], ['h', 'h', 'h']]"
5,0.999988,"[['w', '-', 'crx(1,1.5660764140836698)'], ['-', 'w', 'crx(0,0.7842913481104393)'], ['-', 'crx(0,1.5626307228163858)', 'w'], ['h', 'h', 'h']]"
6,0.999985,"[['w', '-', 'crx(1,1.5617987793600179)'], ['-', 'rz(0.22845248235924112)', 'crx(0,0.7821387887761517)'], ['s', 'crx(0,1.5694077294253252)', 'w'], ['h', 'h', 'h']]"
7,0.999983,"[['w', '-', 'crx(1,1.5759949721624917)'], ['-', 'w', 'crx(0,0.7723386063388025)'], ['-', 'crx(0,1.5685915262012722)', 'w'], ['h', 'h', 'h']]"
8,0.999983,"[['w', '-', 'crx(1,1.5801762913313147)'], ['-', 'w', 'crx(0,0.7782336160548002)'], ['-', 'crx(0,1.5628097422710265)', 'w'], ['h', 'h', 'h']]"
9,0.999983,"[['w', '-', 'crx(1,1.5591001930253885)'], ['-', 'crx(0,0.6511594117237883)', 'crx(0,0.7943033115414619)'], ['-', 'crx(0,0.9248378422138607)', 'w'], ['h', 'h', 'h']]"
