Rank,Fitness,Chromosome
0,0.999985,"[['s', 'w', 'h'], ['w', '-', 'cp(1,1.5789218097355546)'], ['h', 'h', 'rz(0.38819658300377413)'], ['crx(2,0.791196546840236)', 't', '-'], ['crx(1,1.5826035790761368)', '-', 'w']]"
1,0.999972,"[['s', 'w', 'h'], ['tdg', '-', 'cp(1,1.5667674576569321)'], ['h', 'h', 'rz(0.3979000524810671)'], ['crx(2,0.7815928175778645)', 't', '-'], ['crx(1,1.590340765414323)', '-', 'w']]"
2,0.999949,"[['sdg', 'z', 'h'], ['cp(1,0.6717046527404822)', '-', 'cp(1,1.5987956415489868)'], ['h', 'h', 'rz(0.37635947865698105)'], ['crx(2,0.7815359502383687)', 't', '-'], ['crx(1,1.5708924023204889)', '-', 'w']]"
3,0.999949,"[['-', 'cz(0)', 'h'], ['w', '-', 'cp(1,1.568510209544204)'], ['h', 'h', 'rz(0.38034201164389025)'], ['crx(2,0.7803219834361412)', 't', '-'], ['crx(1,1.5787595489064798)', '-', 'w']]"
4,0.999945,"[['w', 's', 'h'], ['cp(1,0.9151740971711047)', '-', 'cp(1,1.5741541134961807)'], ['h', 'h', 'rz(0.38875530030045097)'], ['crx(2,0.7754057938663153)', 't', '-'], ['crx(1,1.598286275017837)', '-', 'w']]"
5,0.999943,"[['-', 'crz(0,0.6330957129597666)', 'h'], ['w', '-', 'cp(1,1.5672880849414743)'], ['h', 'h', 'rz(0.39754493855912454)'], ['crx(2,0.8143362284769433)', 't', '-'], ['crx(1,1.5666459147212757)', '-', 'w']]"
6,0.999940,"[['w', 'rz(0.368979349099993)', 'h'], ['tdg', '-', 'cp(1,1.583145869070656)'], ['h', 'h', 'rz(0.3888163186743755)'], ['crx(2,0.802064545556057)', 't', '-'], ['crx(1,1.5481912536052735)', '-', 'w']]"
7,0.999937,"[['sdg', 'rz(0.4883660465895347)', 'h'], ['tdg', '-', 'cp(1,1.5558361417935473)'], ['h', 'h', 'rz(0.38945048302581003)'], ['crx(2,0.8033624368209632)', 't', '-'], ['crx(1,1.5694701898564574)', '-', 'w']]"
8,0.999926,"[['-', 'cz(0)', 'h'], ['w', '-', 'cp(1,1.583850467308128)'], ['h', 'h', 'rz(0.376847785328878)'], ['crx(2,0.7677052322989818)', 't', '-'], ['crx(1,1.5894818771222519)', '-', 'w']]"
9,0.999922,"[['-', 'crz(0,0.6227345965658411)', 'h'], ['w', '-', 'cp(1,1.5523978935891574)'], ['h', 'h', 'rz(0.4142398532693883)'], ['crx(2,0.7682770034753139)', 't', '-'], ['crx(1,1.5741291024136563)', '-', 'w']]"
