Iteration,EA Max Fitness,EA Avg Fitness,Random Max Fitness,Random Avg Fitness
0,0.346484,0.196928,0.443914,0.248042
1,0.346484,0.218537,0.484530,0.253357
2,0.346484,0.224584,0.497146,0.254549
3,0.346484,0.230554,0.497146,0.240822
4,0.427490,0.235176,0.540866,0.248126
5,0.427490,0.240325,0.569856,0.247132
6,0.543838,0.247615,0.569856,0.248420
7,0.543838,0.247078,0.602010,0.250018
8,0.543838,0.244948,0.602010,0.247356
9,0.543838,0.246093,0.602010,0.253361
10,0.543838,0.258214,0.646383,0.249660
11,0.543838,0.262418,0.657225,0.254845
12,0.543838,0.271893,0.657225,0.247316
13,0.543838,0.278070,0.657225,0.254329
14,0.543838,0.277502,0.657225,0.245990
15,0.543838,0.280663,0.657225,0.249789
16,0.608715,0.289249,0.657225,0.246392
17,0.608715,0.283745,0.657225,0.248563
18,0.608715,0.292552,0.657225,0.250876
19,0.608715,0.286103,0.657225,0.253224
20,0.608715,0.292556,0.657225,0.249459
21,0.608715,0.298514,0.657225,0.248350
22,0.608715,0.295564,0.657225,0.255218
23,0.608715,0.293134,0.657225,0.250796
24,0.724670,0.305384,0.657225,0.251645
25,0.724670,0.295611,0.657225,0.250231
26,0.724670,0.313600,0.657225,0.247128
27,0.724670,0.296933,0.657225,0.246690
28,0.724670,0.303131,0.657225,0.243651
29,0.724670,0.307904,0.657225,0.249209
30,0.724670,0.308920,0.657225,0.244327
31,0.724670,0.310865,0.657225,0.242734
32,0.724670,0.318647,0.662330,0.248167
33,0.724670,0.315624,0.662330,0.248867
34,0.724670,0.331592,0.662330,0.256926
35,0.724670,0.324786,0.662330,0.250529
36,0.724670,0.322591,0.662330,0.247554
37,0.724670,0.348316,0.662330,0.251013
38,0.724670,0.320478,0.677874,0.259375
39,0.724670,0.335548,0.677874,0.250140
40,0.724670,0.348607,0.677874,0.246357
41,0.737786,0.353814,0.687705,0.259979
42,0.737786,0.345524,0.687705,0.240569
43,0.737786,0.329178,0.687705,0.254796
44,0.737786,0.344410,0.687705,0.254745
45,0.737786,0.355043,0.687705,0.251558
46,0.737786,0.359519,0.687705,0.260429
47,0.737786,0.350243,0.689032,0.254419
48,0.737786,0.362280,0.689032,0.249058
49,0.737786,0.376180,0.689032,0.254007
50,0.737786,0.368644,0.689032,0.256666
51,0.737786,0.384504,0.689032,0.244804
52,0.737786,0.375502,0.689032,0.258044
53,0.737786,0.394430,0.689032,0.245231
54,0.737786,0.380745,0.689032,0.253926
55,0.777696,0.393204,0.689032,0.257938
56,0.777696,0.400112,0.689032,0.246156
57,0.777696,0.397713,0.689032,0.244849
58,0.777696,0.386556,0.689032,0.254426
59,0.777696,0.405656,0.689032,0.253880
60,0.777696,0.395276,0.689032,0.238536
61,0.785156,0.387421,0.713223,0.243343
62,0.785156,0.396384,0.713223,0.248251
63,0.785156,0.392313,0.713223,0.249625
64,0.785156,0.405300,0.713223,0.251775
65,0.785156,0.417347,0.713223,0.258449
66,0.785156,0.405783,0.713223,0.256268
67,0.785156,0.393156,0.713223,0.245271
68,0.785156,0.405571,0.716569,0.246230
69,0.785156,0.401756,0.716569,0.244170
70,0.785156,0.419908,0.716569,0.253205
71,0.785156,0.419493,0.716569,0.251066
72,0.785156,0.412128,0.716569,0.251071
73,0.785156,0.429563,0.716569,0.246327
74,0.785156,0.406967,0.716569,0.244114
75,0.785156,0.415126,0.716569,0.254643
76,0.785156,0.428422,0.723470,0.252369
77,0.785156,0.434314,0.723470,0.251462
78,0.785156,0.414393,0.723470,0.254620
79,0.785156,0.420884,0.723470,0.255528
80,0.785156,0.417754,0.723470,0.244077
81,0.785156,0.411757,0.723470,0.244674
82,0.785156,0.423286,0.723470,0.243917
83,0.785156,0.422769,0.723470,0.247799
84,0.785156,0.449045,0.723470,0.253434
85,0.785156,0.442430,0.723470,0.248471
86,0.785156,0.426898,0.723470,0.256477
87,0.785156,0.441593,0.723470,0.257580
88,0.785156,0.422781,0.723470,0.244447
89,0.785156,0.431551,0.723470,0.257934
90,0.785156,0.430586,0.723470,0.245611
91,0.785156,0.417131,0.723470,0.244239
92,0.791966,0.441455,0.723470,0.247411
93,0.821357,0.449481,0.723470,0.253182
94,0.821357,0.434055,0.723470,0.253072
95,0.821357,0.465425,0.723470,0.249630
96,0.821357,0.417218,0.723470,0.251920
97,0.821357,0.429966,0.723470,0.253458
98,0.821357,0.438672,0.723470,0.252467
99,0.821357,0.425651,0.723470,0.253849
100,0.821357,0.427427,0.723470,0.248024
101,0.821357,0.440509,0.723470,0.243384
102,0.821357,0.438069,0.723470,0.249870
103,0.821357,0.461473,0.723470,0.253080
104,0.821357,0.434340,0.723470,0.252065
105,0.821357,0.430664,0.723470,0.248274
106,0.821357,0.442157,0.723470,0.251777
107,0.821357,0.456109,0.723470,0.251671
108,0.821357,0.418901,0.723470,0.254879
109,0.821357,0.450097,0.723470,0.246626
110,0.821357,0.431776,0.723470,0.248007
111,0.860285,0.436751,0.723470,0.250683
112,0.860285,0.447886,0.723470,0.250822
113,0.860285,0.437709,0.723470,0.242958
114,0.860285,0.438155,0.723470,0.244573
115,0.860285,0.443252,0.723470,0.247204
116,0.860285,0.421549,0.723470,0.243171
117,0.860285,0.438220,0.723470,0.249420
118,0.860285,0.459340,0.723470,0.255642
119,0.860285,0.441443,0.723470,0.254909
120,0.860285,0.433829,0.723470,0.253073
121,0.860285,0.416811,0.723470,0.251673
122,0.860285,0.474074,0.723470,0.253126
123,0.860285,0.446999,0.723470,0.249031
124,0.860285,0.435839,0.723470,0.249521
125,0.860285,0.449282,0.723470,0.251780
126,0.877280,0.448291,0.723470,0.252948
127,0.877280,0.452259,0.723470,0.243182
128,0.877280,0.442568,0.723470,0.245574
129,0.877280,0.456415,0.723470,0.252395
130,0.877280,0.440036,0.723470,0.252472
131,0.877280,0.432986,0.723470,0.247745
132,0.877280,0.444789,0.723470,0.250483
133,0.877280,0.454881,0.723470,0.244361
134,0.877280,0.446964,0.723470,0.255823
135,0.877280,0.449114,0.723470,0.249148
136,0.877280,0.464521,0.723470,0.252285
137,0.877280,0.423388,0.723470,0.251150
138,0.877280,0.460422,0.723470,0.249099
139,0.877280,0.470666,0.723470,0.248333
140,0.877280,0.461610,0.723470,0.253862
141,0.877280,0.435040,0.723470,0.249644
142,0.877280,0.499770,0.723470,0.251382
143,0.877280,0.487574,0.723470,0.248563
144,0.877280,0.473938,0.723470,0.253957
145,0.877280,0.471075,0.723470,0.239228
146,0.877280,0.440146,0.723470,0.256982
147,0.877280,0.459651,0.723470,0.254121
148,0.877280,0.461260,0.723470,0.248304
149,0.877280,0.452186,0.723470,0.255456
150,0.878507,0.469198,0.723470,0.247469
151,0.878507,0.495603,0.723470,0.252382
152,0.878507,0.477089,0.723470,0.254999
153,0.878507,0.443323,0.723470,0.247644
154,0.902128,0.465157,0.723470,0.247501
155,0.911951,0.467013,0.723470,0.246615
156,0.911951,0.465433,0.723470,0.252259
157,0.911951,0.461706,0.723470,0.247840
158,0.911951,0.450090,0.723470,0.253188
159,0.911951,0.452139,0.723470,0.252968
160,0.916210,0.477361,0.723470,0.246318
161,0.916210,0.467516,0.723470,0.242638
162,0.916210,0.489521,0.723470,0.244693
163,0.916210,0.472507,0.723470,0.251624
164,0.916210,0.448603,0.723470,0.252858
165,0.916210,0.428792,0.723470,0.255890
166,0.916210,0.478888,0.723470,0.254876
167,0.916210,0.479097,0.723470,0.246530
168,0.916210,0.456706,0.723470,0.242486
169,0.916210,0.465792,0.723470,0.248868
170,0.916210,0.450988,0.723470,0.258187
171,0.916210,0.478991,0.723470,0.244893
172,0.916210,0.462204,0.723470,0.245881
173,0.916210,0.478239,0.723470,0.243792
174,0.916210,0.446718,0.723470,0.254151
175,0.916210,0.453251,0.723470,0.252346
176,0.916210,0.452690,0.723470,0.250677
177,0.916210,0.487778,0.723470,0.253294
178,0.916210,0.453522,0.723470,0.249372
179,0.916210,0.476102,0.723470,0.246225
180,0.916210,0.477689,0.723470,0.251573
181,0.916210,0.478023,0.723470,0.242253
182,0.916210,0.450846,0.723470,0.243100
183,0.916210,0.477845,0.723470,0.245516
184,0.916210,0.517991,0.723470,0.247288
185,0.916210,0.478470,0.723470,0.253225
186,0.916210,0.487522,0.723470,0.247703
187,0.927278,0.489712,0.723470,0.254815
188,0.927278,0.510350,0.723470,0.257301
189,0.927278,0.488276,0.723470,0.253250
190,0.927278,0.485915,0.723470,0.257282
191,0.927278,0.492160,0.723470,0.254316
192,0.927278,0.476192,0.723470,0.253775
193,0.927278,0.523689,0.723470,0.254943
194,0.927278,0.496539,0.723470,0.247142
195,0.927278,0.480077,0.723470,0.245165
196,0.927278,0.501883,0.723470,0.249198
197,0.927278,0.514492,0.723470,0.250344
198,0.927278,0.487614,0.723470,0.248504
199,0.927278,0.450746,0.723470,0.261294
200,0.927278,0.492559,0.723470,0.248397
201,0.927278,0.496039,0.723470,0.251681
202,0.927278,0.497809,0.723470,0.248983
203,0.927278,0.482899,0.723470,0.255770
204,0.927278,0.478460,0.723470,0.248870
205,0.927278,0.473433,0.723470,0.255384
206,0.927278,0.497774,0.723470,0.255980
207,0.927278,0.501164,0.723470,0.250557
208,0.927278,0.494987,0.723470,0.251232
209,0.927278,0.499859,0.723470,0.251380
210,0.927278,0.507832,0.723470,0.256221
211,0.927278,0.502013,0.723470,0.245622
212,0.927278,0.500811,0.723470,0.249366
213,0.927278,0.503821,0.723470,0.247770
214,0.927278,0.496693,0.723470,0.247489
215,0.927278,0.501216,0.723470,0.241986
216,0.927278,0.506169,0.723470,0.257420
217,0.927278,0.484951,0.723470,0.260952
218,0.927278,0.500685,0.723470,0.247878
219,0.927278,0.483008,0.723470,0.245211
220,0.927278,0.472200,0.723470,0.246319
221,0.928947,0.487001,0.723470,0.243414
222,0.928947,0.513146,0.723470,0.252726
223,0.928947,0.507714,0.723470,0.246727
