Rank,Fitness,Chromosome
0,0.910351,"[['-', 'cry(0,1.5710606852657494)'], ['cy(1)', '-'], ['-', 'cx(0)'], ['h', 'h'], ['x', 'rx(0.3647241447148545)']]"
1,0.910351,"[['-', 'cry(0,1.570102287361544)'], ['cy(1)', '-'], ['-', 'cx(0)'], ['h', 'h'], ['x', 'rx(0.25443615175728773)']]"
2,0.910351,"[['-', 'cry(0,1.5721645248668437)'], ['cy(1)', '-'], ['-', 'cx(0)'], ['ry(0.22089876029595545)', 'h'], ['ry(1.3492935289280221)', 'rx(0.3572559732876244)']]"
3,0.910351,"[['-', 'cry(0,1.5715639135374118)'], ['cy(1)', '-'], ['-', 'cx(0)'], ['ry(0.36759605939386564)', 'h'], ['ry(1.2047891094122343)', 'rx(0.3621778148086629)']]"
4,0.910350,"[['-', 'cry(0,1.5680836278348873)'], ['cy(1)', '-'], ['-', 'cx(0)'], ['h', 'h'], ['x', 'rx(0.02326784752795512)']]"
5,0.910350,"[['-', 'cry(0,1.5674081476658026)'], ['cy(1)', '-'], ['-', 'cx(0)'], ['h', 'h'], ['x', 'rx(0.3966599697604889)']]"
6,0.910349,"[['-', 'cry(0,1.571957182164016)'], ['cy(1)', '-'], ['-', 'cx(0)'], ['ry(0.17981652362742548)', 'h'], ['ry(1.387477618291011)', 'rx(0.12685589706309472)']]"
7,0.910349,"[['-', 'cry(0,1.5735434655756935)'], ['cy(1)', '-'], ['-', 'cx(0)'], ['ry(0.3421619924990178)', 'h'], ['ry(1.225642225922223)', 'rx(0.2741146090076716)']]"
8,0.910349,"[['-', 'cry(0,1.566541689768437)'], ['cy(1)', '-'], ['-', 'cx(0)'], ['h', 'h'], ['x', 'rx(0.3593464019765292)']]"
9,0.910349,"[['-', 'cry(0,1.5671812072375708)'], ['cy(1)', '-'], ['-', 'cx(0)'], ['ry(0.20128294385639747)', 'h'], ['ry(1.3721739614279502)', 'rx(0.28522281039040687)']]"
