Iteration,EA Max Fitness,EA Avg Fitness,Random Max Fitness,Random Avg Fitness
0,0.385780,0.203258,0.443914,0.248042
1,0.428559,0.234000,0.484530,0.253357
2,0.428559,0.247996,0.497146,0.254549
3,0.428559,0.248268,0.497146,0.240822
4,0.437505,0.265441,0.540866,0.248126
5,0.437505,0.264604,0.569856,0.247132
6,0.437505,0.257136,0.569856,0.248420
7,0.437505,0.260229,0.602010,0.250018
8,0.437505,0.267488,0.602010,0.247356
9,0.437505,0.260898,0.602010,0.253361
10,0.450543,0.263376,0.646383,0.249660
11,0.713143,0.272417,0.657225,0.254845
12,0.713143,0.270300,0.657225,0.247316
13,0.713143,0.296297,0.657225,0.254329
14,0.713143,0.284312,0.657225,0.245990
15,0.713143,0.288796,0.657225,0.249789
16,0.713143,0.280289,0.657225,0.246392
17,0.713143,0.293562,0.657225,0.248563
18,0.713143,0.299501,0.657225,0.250876
19,0.713143,0.305444,0.657225,0.253224
20,0.713143,0.305020,0.657225,0.249459
21,0.713143,0.292292,0.657225,0.248350
22,0.713143,0.331773,0.657225,0.255218
23,0.713143,0.328188,0.657225,0.250796
24,0.713143,0.323504,0.657225,0.251645
25,0.713143,0.333699,0.657225,0.250231
26,0.713143,0.323901,0.657225,0.247128
27,0.713143,0.339146,0.657225,0.246690
28,0.713143,0.327821,0.657225,0.243651
29,0.729062,0.354503,0.657225,0.249209
30,0.729062,0.316787,0.657225,0.244327
31,0.729062,0.344042,0.657225,0.242734
32,0.729062,0.331998,0.662330,0.248167
33,0.729062,0.337859,0.662330,0.248867
34,0.747269,0.348606,0.662330,0.256926
35,0.747269,0.341394,0.662330,0.250529
36,0.747269,0.344025,0.662330,0.247554
37,0.747269,0.356219,0.662330,0.251013
38,0.757872,0.358352,0.677874,0.259375
39,0.757872,0.366694,0.677874,0.250140
40,0.757872,0.368413,0.677874,0.246357
41,0.757872,0.363616,0.687705,0.259979
42,0.757872,0.360087,0.687705,0.240569
43,0.757872,0.366613,0.687705,0.254796
44,0.757872,0.353791,0.687705,0.254745
45,0.757872,0.370675,0.687705,0.251558
46,0.757872,0.363972,0.687705,0.260429
47,0.757872,0.379428,0.689032,0.254419
48,0.757872,0.387168,0.689032,0.249058
49,0.757872,0.412970,0.689032,0.254007
50,0.761129,0.414051,0.689032,0.256666
51,0.761129,0.387245,0.689032,0.244804
52,0.764765,0.391796,0.689032,0.258044
53,0.764765,0.412972,0.689032,0.245231
54,0.764765,0.395934,0.689032,0.253926
55,0.764765,0.417478,0.689032,0.257938
56,0.785521,0.422609,0.689032,0.246156
57,0.785521,0.409068,0.689032,0.244849
58,0.785521,0.422604,0.689032,0.254426
59,0.808553,0.445480,0.689032,0.253880
60,0.808553,0.472423,0.689032,0.238536
61,0.808553,0.422073,0.713223,0.243343
62,0.808553,0.416742,0.713223,0.248251
63,0.808553,0.446977,0.713223,0.249625
64,0.808553,0.440027,0.713223,0.251775
65,0.808553,0.414682,0.713223,0.258449
66,0.808553,0.447615,0.713223,0.256268
67,0.808553,0.449344,0.713223,0.245271
68,0.808553,0.446210,0.716569,0.246230
69,0.808553,0.475900,0.716569,0.244170
70,0.808553,0.457268,0.716569,0.253205
71,0.808553,0.450632,0.716569,0.251066
72,0.839622,0.453648,0.716569,0.251071
73,0.839622,0.472004,0.716569,0.246327
74,0.839622,0.450737,0.716569,0.244114
75,0.839622,0.442248,0.716569,0.254643
76,0.839622,0.485082,0.723470,0.252369
77,0.839622,0.455948,0.723470,0.251462
