Iteration,EA Max Fitness,EA Avg Fitness,Random Max Fitness,Random Avg Fitness
0,0.183502,0.076008,0.197896,0.131390
1,0.225175,0.103540,0.225475,0.133322
2,0.334107,0.113657,0.234002,0.129086
3,0.334107,0.120280,0.237562,0.132002
4,0.340585,0.130582,0.246800,0.126437
5,0.340585,0.128115,0.246800,0.128012
6,0.476311,0.141003,0.247743,0.130842
7,0.476311,0.152057,0.247784,0.126961
8,0.476311,0.151674,0.250297,0.127065
9,0.476311,0.162320,0.250297,0.129980
10,0.476311,0.159195,0.252488,0.128450
11,0.476311,0.169089,0.252488,0.129256
12,0.476311,0.182407,0.256483,0.128620
13,0.476311,0.187492,0.256856,0.127968
14,0.476311,0.180734,0.262383,0.125558
15,0.476311,0.180904,0.265508,0.131147
16,0.476311,0.187085,0.267068,0.131107
17,0.476311,0.183196,0.267068,0.126027
18,0.476311,0.187140,0.267068,0.128568
19,0.476311,0.194472,0.267106,0.131752
20,0.476311,0.195992,0.268879,0.128641
21,0.476311,0.189541,0.268884,0.129409
22,0.476311,0.202690,0.268884,0.124960
23,0.476311,0.202965,0.268884,0.125105
24,0.476311,0.210198,0.268884,0.128219
25,0.476311,0.200120,0.268884,0.128220
26,0.476311,0.202588,0.268884,0.124906
27,0.505436,0.207612,0.268884,0.129295
28,0.505436,0.209422,0.268884,0.129321
29,0.505436,0.212000,0.268884,0.128945
30,0.505436,0.212967,0.268884,0.127430
31,0.505436,0.215465,0.269072,0.125648
32,0.505436,0.205662,0.269072,0.132031
33,0.505436,0.219489,0.269072,0.128340
34,0.505436,0.215190,0.272142,0.128722
35,0.505436,0.218728,0.272142,0.126252
36,0.505436,0.233466,0.272142,0.128068
37,0.505436,0.221427,0.272142,0.133520
38,0.505436,0.223367,0.275332,0.127911
39,0.505436,0.212306,0.275332,0.128203
40,0.505436,0.232883,0.275332,0.123885
41,0.521625,0.237469,0.276609,0.127913
42,0.521625,0.224834,0.280024,0.132109
43,0.521625,0.220391,0.281014,0.130203
44,0.521625,0.240138,0.281014,0.131673
45,0.521625,0.227912,0.285559,0.127961
46,0.521625,0.229813,0.285559,0.128197
47,0.521625,0.221578,0.285559,0.126553
48,0.521625,0.242792,0.294871,0.131126
49,0.521625,0.242047,0.297367,0.127563
50,0.521625,0.248921,0.297367,0.131151
51,0.521625,0.238965,0.297367,0.130984
52,0.521625,0.237094,0.297367,0.131649
53,0.521625,0.231204,0.299547,0.130940
54,0.521625,0.244205,0.302942,0.129151
55,0.521625,0.253810,0.302942,0.134072
56,0.521625,0.246116,0.302942,0.125496
57,0.521625,0.257093,0.302942,0.125863
58,0.521625,0.247335,0.302942,0.130674
59,0.586082,0.250271,0.308567,0.132513
60,0.586082,0.244252,0.308567,0.127112
61,0.586082,0.230755,0.308567,0.126300
62,0.586082,0.246727,0.308567,0.128718
63,0.586082,0.246901,0.308567,0.128496
64,0.586082,0.252215,0.308567,0.124333
65,0.586082,0.257964,0.308567,0.123522
66,0.586082,0.245612,0.308567,0.130359
67,0.586082,0.271576,0.309984,0.134976
68,0.586082,0.253957,0.309984,0.129858
69,0.586082,0.255977,0.309984,0.129402
70,0.586082,0.254132,0.309984,0.125350
71,0.586082,0.259845,0.309984,0.125989
72,0.587166,0.276694,0.310558,0.127400
73,0.587166,0.265085,0.310558,0.129354
74,0.587166,0.252492,0.313152,0.127868
75,0.587166,0.275043,0.313152,0.129151
76,0.587166,0.266282,0.313152,0.127960
77,0.587166,0.271892,0.313152,0.130840
78,0.587166,0.252316,0.313152,0.129831
79,0.587166,0.262961,0.313292,0.129601
80,0.587166,0.264019,0.315124,0.127864
81,0.587166,0.251518,0.315124,0.129494
82,0.587166,0.257329,0.315124,0.126489
83,0.587166,0.264481,0.315124,0.126453
84,0.587166,0.267408,0.315124,0.129668
85,0.587166,0.270369,0.315124,0.131561
86,0.587166,0.275695,0.319450,0.130705
87,0.587166,0.269234,0.319450,0.126980
88,0.587166,0.248905,0.319450,0.129061
89,0.587166,0.272545,0.319450,0.127864
90,0.587166,0.261376,0.319450,0.132105
91,0.587166,0.273824,0.319450,0.128985
92,0.587166,0.261946,0.319450,0.128332
93,0.587166,0.272008,0.319450,0.128840
94,0.587166,0.286902,0.319450,0.128277
95,0.587166,0.257959,0.319450,0.129007
96,0.587166,0.258856,0.319450,0.129919
