Iteration,Rank,Fitness,Chromosome
19999,0,0.974797,"[['w', 'h', 'ry(0.79204427220328)'], ['h', '-', 'rxx(1,1.5879215826528965)'], ['crx(2,0.7919002267565192)', 't', '-'], ['crx(1,1.5992340350108458)', '-', 't'], ['w', 'w', 'rz(0.4129488965896494)']]"
19999,1,0.974781,"[['rz(0.39349595824967626)', 'h', 'ry(0.7963481526601514)'], ['h', '-', 'rxx(1,1.5547026308012915)'], ['crx(2,0.7862745538458251)', 't', '-'], ['crx(1,1.546745611226068)', '-', 't'], ['w', 'w', 'rz(0.37074612697305104)']]"
19999,2,0.974736,"[['t', 'h', 'ry(0.7942867009065897)'], ['h', '-', 'rxx(1,1.577460936189845)'], ['crx(2,0.7797042214784559)', 't', '-'], ['crx(1,1.5105365940250541)', '-', 't'], ['swap(1)', '-', 'rz(0.39888732524402426)']]"
19999,3,0.974735,"[['t', 'h', 'ry(0.780739200140077)'], ['h', '-', 'rxx(1,1.5413736174236905)'], ['crx(2,0.8003986199387974)', 't', '-'], ['crx(1,1.6165501314964967)', '-', 't'], ['w', 'w', 'rz(0.3878380855292083)']]"
19999,4,0.974723,"[['w', 'h', 'ry(0.7676069502159082)'], ['h', '-', 'rxx(1,1.5557448591043368)'], ['crx(2,0.816623493531192)', 't', '-'], ['crx(1,1.5918370344230992)', '-', 't'], ['swap(1)', '-', 'rz(0.4106191310383025)']]"
19999,5,0.974706,"[['t', 'h', 'ry(0.8055892771101358)'], ['h', '-', 'rxx(1,1.5392156126569156)'], ['crx(2,0.7711475842913994)', 't', '-'], ['crx(1,1.5905762219517383)', '-', 't'], ['-', 'swap(0)', 'rz(0.3813209077717377)']]"
19999,6,0.974706,"[['w', 'h', 'ry(0.7923799533849466)'], ['h', '-', 'rxx(1,1.5433980490156933)'], ['crx(2,0.7758805538814268)', 't', '-'], ['crx(1,1.6163786888421259)', '-', 't'], ['w', 'w', 'rz(0.3781349035943867)']]"
19999,7,0.974686,"[['w', 'h', 'ry(0.7759553784458281)'], ['h', '-', 'rxx(1,1.6017816430713436)'], ['crx(2,0.7553181328655203)', 't', '-'], ['crx(1,1.6116356034098287)', '-', 't'], ['w', 'w', 'rz(0.38647350316749)']]"
19999,8,0.974661,"[['w', 'h', 'ry(0.7840602216325782)'], ['h', '-', 'rxx(1,1.5729019034193954)'], ['crx(2,0.77044758818493)', 't', '-'], ['crx(1,1.4991077254144596)', '-', 't'], ['w', 'w', 'rz(0.3960472629410418)']]"
19999,9,0.974613,"[['w', 'h', 'ry(0.7669464985108736)'], ['h', '-', 'rxx(1,1.535780241536918)'], ['crx(2,0.8002372906448075)', 't', '-'], ['crx(1,1.577300108504859)', '-', 't'], ['swap(1)', '-', 'rz(0.36998050014220885)']]"
