Iteration,Rank,Fitness,Chromosome
1999,0,1.000000,"[['-', 'w'], ['w', 'h(1)'], ['t(0)', 'tdg(1)'], ['tdg(0)', 'w'], ['cy(1,0)', '-'], ['swap(1,0)', '-'], ['h(0)', 'tdg(1)'], ['-', 'cz(0,1)'], ['swap(1,0)', '-'], ['w', 'w']]"
1999,1,1.000000,"[['-', 'w'], ['w', 'h(1)'], ['tdg(0)', 'tdg(1)'], ['tdg(0)', 'w'], ['cy(1,0)', '-'], ['swap(1,0)', '-'], ['h(0)', 'tdg(1)'], ['-', 'cz(0,1)']]"
1999,2,1.000000,"[['-', 'crz(0,1,0.21880296551264672)'], ['s(0)', 'h(1)'], ['t(0)', 'tdg(1)'], ['cy(1,0)', '-'], ['swap(1,0)', '-'], ['h(0)', 'w'], ['-', 'tdg(1)'], ['-', 'cz(0,1)'], ['swap(1,0)', '-'], ['w', 'w']]"
1999,3,1.000000,"[['-', 'w'], ['w', 'h(1)'], ['w', 'tdg(1)'], ['cy(1,0)', '-'], ['swap(1,0)', '-'], ['h(0)', 'w'], ['-', 'tdg(1)'], ['-', 'cz(0,1)'], ['w', 'w']]"
1999,4,1.000000,"[['-', 'w'], ['w', 'h(1)'], ['s(0)', 'tdg(1)'], ['cy(1,0)', '-'], ['swap(1,0)', '-'], ['h(0)', 'w'], ['-', 'tdg(1)'], ['-', 'cz(0,1)'], ['w', '-'], ['w', '-']]"
1999,5,1.000000,"[['y(0)', '-'], ['w', 'h(1)'], ['y(0)', 'tdg(1)'], ['cy(1,0)', '-'], ['swap(1,0)', '-'], ['h(0)', 'tdg(1)'], ['-', 'cz(0,1)']]"
1999,6,1.000000,"[['-', 'crz(0,1,0.18822055433654944)'], ['w', 'h(1)'], ['rz(0,0.4000215632928697)', 'tdg(1)'], ['cy(1,0)', '-'], ['swap(1,0)', '-'], ['h(0)', 'tdg(1)'], ['-', 'cz(0,1)']]"
1999,7,1.000000,"[['-', 'w'], ['w', 'h(1)'], ['tdg(0)', 'tdg(1)'], ['tdg(0)', 'w'], ['cy(1,0)', '-'], ['swap(1,0)', '-'], ['h(0)', 'tdg(1)'], ['w', '-'], ['cz(1,0)', '-']]"
1999,8,1.000000,"[['-', 'w'], ['w', 'h(1)'], ['s(0)', 'tdg(1)'], ['cy(1,0)', '-'], ['swap(1,0)', '-'], ['h(0)', 'w'], ['-', 'tdg(1)'], ['-', 'cz(0,1)']]"
1999,9,1.000000,"[['w', 'h(1)'], ['rz(0,0.49501808854771207)', 'tdg(1)'], ['cy(1,0)', '-'], ['swap(1,0)', '-'], ['h(0)', 'w'], ['-', 'tdg(1)'], ['-', 'cz(0,1)'], ['w', '-'], ['w', '-']]"
