Iteration,Rank,Fitness,Chromosome
1999,0,1.000000,"[['cx(1,0)', '-'], ['-', 'ryy(0,1,0.7853542681245637)'], ['w', '-'], ['-', 'cx(0,1)'], ['z(0)', '-'], ['h(0)', 'h(1)'], ['w', 'w'], ['tdg(0)', '-']]"
1999,1,1.000000,"[['cx(1,0)', '-'], ['-', 'tdg(1)'], ['ryy(1,0,0.7852774454951965)', '-'], ['-', 'cx(0,1)'], ['w', '-'], ['z(0)', '-'], ['h(0)', 'h(1)'], ['tdg(0)', '-']]"
1999,2,1.000000,"[['cx(1,0)', '-'], ['rzz(1,0,0.3989735844562274)', '-'], ['ryy(1,0,0.7852309396780512)', '-'], ['-', 'cx(0,1)'], ['w', '-'], ['z(0)', '-'], ['h(0)', 'h(1)'], ['tdg(0)', '-']]"
1999,3,1.000000,"[['cx(1,0)', '-'], ['-', 'ryy(0,1,0.7856460062056486)'], ['w', '-'], ['-', 'cx(0,1)'], ['z(0)', '-'], ['w', '-'], ['h(0)', 'h(1)'], ['tdg(0)', '-']]"
1999,4,1.000000,"[['cx(1,0)', '-'], ['-', 'w'], ['ryy(1,0,0.7851476651884144)', '-'], ['-', 'cx(0,1)'], ['z(0)', '-'], ['w', '-'], ['h(0)', 'h(1)'], ['tdg(0)', '-']]"
1999,5,1.000000,"[['cx(1,0)', '-'], ['-', 'ryy(0,1,0.7851453801631847)'], ['w', '-'], ['-', 'cx(0,1)'], ['z(0)', '-'], ['w', '-'], ['h(0)', 'h(1)'], ['tdg(0)', '-'], ['w', '-'], ['w', 'w']]"
1999,6,1.000000,"[['cx(1,0)', '-'], ['-', 'ryy(0,1,0.7856721704626924)'], ['w', '-'], ['-', 'cx(0,1)'], ['z(0)', '-'], ['w', '-'], ['h(0)', 'h(1)'], ['tdg(0)', '-'], ['swap(1,0)', '-'], ['w', 'w'], ['w', 'w']]"
1999,7,1.000000,"[['cx(1,0)', '-'], ['ryy(1,0,0.785112343667238)', '-'], ['w', '-'], ['-', 'cx(0,1)'], ['z(0)', '-'], ['h(0)', 'h(1)'], ['w', 'w'], ['tdg(0)', '-']]"
1999,8,1.000000,"[['cx(1,0)', '-'], ['-', 'ryy(0,1,0.7850878625637805)'], ['w', '-'], ['-', 'cx(0,1)'], ['z(0)', '-'], ['w', '-'], ['h(0)', 'h(1)'], ['tdg(0)', '-']]"
1999,9,1.000000,"[['cx(1,0)', '-'], ['-', 'w'], ['ryy(1,0,0.7850243378867202)', '-'], ['-', 'cx(0,1)'], ['z(0)', '-'], ['w', '-'], ['h(0)', 'h(1)'], ['tdg(0)', '-'], ['w', '-'], ['w', 'w'], ['w', 'w']]"
