Rank,Fitness,Chromosome
0,1.000000,"[['-', 'w'], ['s', '-'], ['-', 'z'], ['-', 'cry(0,1.5711158147222015)'], ['rxx(1,1.5705650412140446)', '-'], ['h', 'w'], ['cy(1)', '-'], ['x', '-']]"
1,0.999999,"[['-', 'w'], ['w', '-'], ['-', 'w'], ['-', 'cry(0,1.572820669021982)'], ['rxx(1,1.5702471950859305)', '-'], ['h', 'w'], ['cy(1)', '-'], ['x', '-']]"
2,0.999999,"[['-', 'crz(0,0.3180026046008107)'], ['crz(1,0,0.0)', '-'], ['-', 'w'], ['-', 'cry(0,1.5730389424656623)'], ['rxx(1,1.569787569876301)', '-'], ['h', 'w'], ['cy(1)', '-'], ['x', '-']]"
3,0.999999,"[['-', 't'], ['-', 'w'], ['-', 'cry(0,1.5705189902091408)'], ['rxx(1,1.5688801112109225)', '-'], ['h', 'w'], ['cy(1)', '-'], ['x', '-']]"
4,0.999999,"[['-', 'sdg'], ['z', '-'], ['-', 'w'], ['-', 'cry(0,1.568734659882103)'], ['rxx(1,1.5695120022273736)', '-'], ['h', 'w'], ['cy(1)', '-'], ['x', '-']]"
5,0.999998,"[['-', 't'], ['w', '-'], ['w', '-'], ['-', 'cry(0,1.5717043095681518)'], ['rxx(1,1.5736970591421255)', '-'], ['h', 'w'], ['cy(1)', '-'], ['x', '-']]"
6,0.999997,"[['-', 'z'], ['-', 'w'], ['-', 'cry(0,1.5693828333418072)'], ['rxx(1,1.5738090550820176)', '-'], ['h', 'w'], ['cy(1)', '-'], ['-', 'w'], ['x', '-'], ['w', 'x']]"
7,0.999997,"[['-', 'rzz(0,1,0.6250118108380484)'], ['w', '-'], ['-', 'cry(0,1.5751388085630014)'], ['rxx(1,1.5689102868047815)', '-'], ['h', 'w'], ['cy(1)', '-'], ['x', '-']]"
8,0.999997,"[['-', 't'], ['w', '-'], ['-', 'cry(0,1.5715348118541284)'], ['rxx(1,1.5671245105844704)', '-'], ['h', 'w'], ['cy(1)', '-'], ['-', 'w'], ['x', '-']]"
9,0.999996,"[['-', 't'], ['w', '-'], ['-', 'cry(0,1.57430517766184)'], ['rxx(1,1.5739008908514853)', '-'], ['h', 'w'], ['cy(1)', '-'], ['x', '-']]"
