Iteration,Rank,Fitness,Chromosome
1999,0,1.000000,"[['t(0)', 'h(1)'], ['cy(1,0)', '-'], ['-', 'rzz(0,1,0.3009024080892394)'], ['t(0)', '-'], ['-', 't(1)'], ['-', 'cy(0,1)'], ['tdg(0)', '-'], ['tdg(0)', '-'], ['w', 'h(1)']]"
1999,1,1.000000,"[['t(0)', 'h(1)'], ['cy(1,0)', '-'], ['-', 'rzz(0,1,0.3009024080892394)'], ['t(0)', '-'], ['-', 't(1)'], ['-', 'cy(0,1)'], ['tdg(0)', '-'], ['tdg(0)', '-'], ['w', 'h(1)']]"
1999,2,1.000000,"[['t(0)', 'h(1)'], ['cy(1,0)', '-'], ['-', 'rzz(0,1,0.3009024080892394)'], ['t(0)', '-'], ['-', 't(1)'], ['-', 'cy(0,1)'], ['tdg(0)', '-'], ['tdg(0)', '-'], ['w', 'h(1)']]"
1999,3,1.000000,"[['t(0)', 'h(1)'], ['cy(1,0)', '-'], ['-', 'rzz(0,1,0.3009024080892394)'], ['t(0)', '-'], ['-', 't(1)'], ['-', 'cy(0,1)'], ['tdg(0)', '-'], ['tdg(0)', '-'], ['w', 'h(1)'], ['w', 'w']]"
1999,4,1.000000,"[['t(0)', 'h(1)'], ['cy(1,0)', '-'], ['-', 'rzz(0,1,0.3009024080892394)'], ['t(0)', '-'], ['-', 't(1)'], ['-', 'cy(0,1)'], ['tdg(0)', '-'], ['tdg(0)', '-'], ['w', 'h(1)']]"
1999,5,1.000000,"[['t(0)', 'h(1)'], ['cy(1,0)', '-'], ['-', 'rzz(0,1,0.3009024080892394)'], ['t(0)', '-'], ['-', 't(1)'], ['-', 'cy(0,1)'], ['tdg(0)', '-'], ['tdg(0)', '-'], ['w', 'h(1)']]"
1999,6,1.000000,"[['t(0)', 'h(1)'], ['cy(1,0)', '-'], ['-', 'rzz(0,1,0.3009024080892394)'], ['t(0)', '-'], ['-', 't(1)'], ['-', 'cy(0,1)'], ['tdg(0)', '-'], ['tdg(0)', '-'], ['w', 'h(1)']]"
1999,7,1.000000,"[['t(0)', 'h(1)'], ['cy(1,0)', '-'], ['-', 'rzz(0,1,0.3009024080892394)'], ['t(0)', '-'], ['-', 't(1)'], ['-', 'cy(0,1)'], ['tdg(0)', '-'], ['tdg(0)', '-'], ['w', 'h(1)']]"
1999,8,1.000000,"[['t(0)', 'h(1)'], ['cy(1,0)', '-'], ['-', 'rzz(0,1,0.3009024080892394)'], ['t(0)', '-'], ['-', 't(1)'], ['-', 'cy(0,1)'], ['tdg(0)', '-'], ['tdg(0)', '-'], ['w', 'h(1)']]"
1999,9,1.000000,"[['t(0)', 'h(1)'], ['cy(1,0)', '-'], ['-', 'rzz(0,1,0.3009024080892394)'], ['t(0)', '-'], ['-', 't(1)'], ['-', 'cy(0,1)'], ['tdg(0)', '-'], ['tdg(0)', '-'], ['w', 'h(1)']]"
