Iteration,Random_Max,Random_Avg
634,0.794229,0.255574
635,0.794229,0.252895
636,0.794229,0.249619
637,0.794229,0.255976
638,0.794229,0.240696
639,0.794229,0.25255
640,0.794229,0.25057
641,0.794229,0.243142
642,0.794229,0.248718
643,0.794229,0.243005
644,0.794229,0.254294
645,0.794229,0.253707
646,0.794229,0.248508
647,0.794229,0.243417
648,0.794229,0.24609
649,0.794229,0.249255
650,0.794229,0.253663
651,0.794229,0.257401
652,0.794229,0.257282
653,0.794229,0.253225
654,0.794229,0.257638
655,0.794229,0.249504
656,0.794229,0.252266
657,0.794229,0.253595
658,0.794229,0.252237
659,0.794229,0.253091
660,0.794229,0.246315
661,0.794229,0.249069
662,0.794229,0.253786
663,0.794229,0.254572
664,0.794229,0.258167
665,0.794229,0.247638
666,0.794229,0.240078
667,0.794229,0.250161
668,0.794229,0.246177
669,0.794229,0.253598
670,0.794229,0.254705
671,0.794229,0.247416
672,0.794229,0.239495
673,0.794229,0.25218
674,0.794229,0.251408
675,0.794229,0.25138
676,0.794229,0.254125
677,0.794229,0.255574
678,0.794229,0.253401
679,0.794229,0.253282
680,0.794229,0.25162
681,0.794229,0.25168
682,0.794229,0.256332
683,0.794229,0.255107
684,0.794229,0.256145
685,0.794229,0.257089
686,0.794229,0.249353
687,0.794229,0.251305
688,0.794229,0.253796
689,0.794229,0.244997
690,0.794229,0.260711
691,0.794229,0.254543
692,0.794229,0.255248
693,0.794229,0.250393
694,0.794229,0.256446
695,0.794229,0.257281
696,0.794229,0.243897
697,0.794229,0.245919
698,0.794229,0.249008
699,0.794229,0.253844
700,0.794229,0.249521
701,0.794229,0.242707
702,0.794229,0.246696
703,0.794229,0.248239
704,0.794229,0.255206
705,0.794229,0.251111
706,0.794229,0.25611
707,0.794229,0.251209
708,0.794229,0.247283
709,0.794229,0.24741
710,0.794229,0.249419
711,0.794229,0.248397
712,0.794229,0.251218
713,0.794229,0.2453
714,0.794229,0.247041
715,0.794229,0.242333
716,0.794229,0.251356
717,0.794229,0.249347
718,0.794229,0.2506
719,0.794229,0.249033
720,0.794229,0.248177
721,0.794229,0.251381
722,0.794229,0.251851
723,0.794229,0.258498
724,0.794229,0.240818
725,0.794229,0.252375
726,0.794229,0.245739
727,0.794229,0.254248
728,0.794229,0.252443
729,0.794229,0.251683
730,0.794229,0.246985
731,0.794229,0.250195
732,0.794229,0.244791
733,0.794229,0.251909
734,0.794229,0.247181
735,0.794229,0.256716
736,0.794229,0.257906
737,0.794229,0.259597
738,0.794229,0.247392
739,0.794229,0.255017
740,0.794229,0.248238
741,0.794229,0.244184
742,0.794229,0.251087
743,0.794229,0.245811
744,0.794229,0.243375
745,0.794229,0.256053
746,0.794229,0.246077
747,0.794229,0.257912
748,0.794229,0.248737
749,0.794229,0.251603
750,0.794229,0.255313
751,0.794229,0.253183
752,0.794229,0.257175
753,0.794229,0.250131
754,0.794229,0.244725
755,0.794229,0.251607
756,0.794229,0.250305
757,0.794229,0.251122
758,0.794229,0.256042
759,0.794229,0.248799
760,0.794229,0.25212
761,0.794229,0.251775
762,0.794229,0.249502
763,0.794229,0.244777
764,0.794229,0.254465
765,0.794229,0.255376
766,0.794229,0.247215
767,0.794229,0.248692
768,0.794229,0.248064
769,0.794229,0.250233
770,0.794229,0.253697
771,0.794229,0.245577
772,0.794229,0.246088
773,0.794229,0.245098
774,0.794229,0.245499
775,0.794229,0.253376
776,0.794229,0.252011
777,0.794229,0.254276
778,0.794229,0.253259
779,0.794229,0.250448
780,0.794229,0.253432
781,0.794229,0.256347
782,0.794229,0.250893
783,0.794229,0.257813
784,0.794229,0.249205
785,0.794229,0.249214
786,0.794229,0.245271
787,0.794229,0.24245
788,0.794229,0.24382
789,0.794229,0.256552
790,0.794229,0.248208
791,0.794229,0.252927
792,0.794229,0.249926
793,0.794229,0.248201
794,0.794229,0.254076
795,0.794229,0.25046
796,0.794229,0.25893
797,0.794229,0.249051
798,0.794229,0.242097
799,0.794229,0.245586
800,0.794229,0.248587
801,0.794229,0.242534
802,0.794229,0.250268
803,0.794229,0.258483
804,0.794229,0.255794
805,0.794229,0.246853
806,0.794229,0.24788
807,0.794229,0.256704
808,0.794229,0.245439
809,0.794229,0.244701
810,0.794229,0.251913
811,0.794229,0.248621
812,0.794229,0.25547
813,0.794229,0.254461
814,0.794229,0.251739
815,0.794229,0.247985
816,0.794229,0.252175
817,0.794229,0.251827
818,0.794229,0.248117
819,0.794229,0.247321
820,0.794229,0.248697
821,0.794229,0.250329
822,0.794229,0.252042
823,0.794229,0.246973
824,0.794229,0.252543
825,0.794229,0.256242
826,0.794229,0.256414
827,0.794229,0.246695
828,0.794229,0.253143
829,0.794229,0.24244
830,0.794229,0.253236
831,0.794229,0.241122
832,0.794229,0.263681
833,0.794229,0.251841
834,0.794229,0.252226
835,0.794229,0.250542
836,0.794229,0.252572
837,0.794229,0.250299
838,0.794229,0.252205
839,0.794229,0.252082
840,0.794229,0.247641
841,0.794229,0.251592
842,0.794229,0.24882
843,0.794229,0.253477
844,0.794229,0.251457
845,0.794229,0.242675
846,0.794229,0.253786
847,0.794229,0.246368
848,0.794229,0.236407
849,0.794229,0.253311
850,0.794229,0.253319
851,0.794229,0.262193
852,0.794229,0.247403
853,0.794229,0.25278
854,0.794229,0.254822
855,0.794229,0.247107
856,0.794229,0.252986
857,0.794229,0.25187
858,0.794229,0.244494
859,0.794229,0.25341
860,0.794229,0.249384
861,0.794229,0.260441
862,0.794229,0.247585
863,0.794229,0.253036
864,0.794229,0.255434
865,0.794229,0.255019
866,0.794229,0.243438
867,0.794229,0.252221
868,0.794229,0.250683
869,0.794229,0.250649
870,0.794229,0.247205
871,0.794229,0.251052
872,0.794229,0.243423
873,0.794229,0.237106
874,0.794229,0.254918
875,0.794229,0.249799
876,0.794229,0.252341
877,0.794229,0.254703
878,0.794229,0.243818
879,0.794229,0.254035
880,0.794229,0.254351
881,0.794229,0.247439
882,0.794229,0.246165
883,0.794229,0.245087
884,0.794229,0.248723
885,0.794229,0.248678
886,0.794229,0.253747
887,0.794229,0.252583
888,0.794229,0.254793
889,0.794229,0.243417
890,0.794229,0.250269
891,0.794229,0.257608
892,0.794229,0.250559
893,0.794229,0.252505
894,0.794229,0.244306
895,0.794229,0.265783
896,0.794229,0.25215
897,0.794229,0.251257
898,0.794229,0.249789
899,0.794229,0.257211
900,0.794229,0.253575
901,0.794229,0.240795
902,0.794229,0.258953
903,0.794229,0.258773
904,0.794229,0.247769
905,0.794229,0.248323
906,0.794229,0.247883
907,0.794229,0.246626
908,0.794229,0.248744
909,0.794229,0.257906
910,0.794229,0.259359
911,0.794229,0.262152
912,0.794229,0.260372
913,0.794229,0.244606
914,0.794229,0.251508
915,0.794229,0.250837
916,0.794229,0.252815
917,0.794229,0.255452
918,0.794229,0.257687
919,0.794229,0.25248
920,0.794229,0.242849
921,0.794229,0.253236
922,0.794229,0.252398
923,0.794229,0.251976
924,0.794229,0.247374
925,0.794229,0.250141
926,0.794229,0.243494
927,0.794229,0.247371
928,0.794229,0.256961
929,0.794229,0.251842
930,0.794229,0.251492
931,0.794229,0.254244
932,0.794229,0.252827
933,0.794229,0.253947
934,0.794229,0.252406
935,0.794229,0.24528
936,0.794229,0.24494
937,0.794229,0.251866
938,0.794229,0.245686
939,0.794229,0.248666
940,0.794229,0.258678
941,0.794229,0.246858
942,0.794229,0.252057
943,0.794229,0.24942
944,0.794229,0.254509
945,0.794229,0.257386
946,0.794229,0.245244
947,0.794229,0.245115
948,0.794229,0.251381
949,0.794229,0.25237
950,0.794229,0.259304
951,0.794229,0.257656
952,0.794229,0.248662
953,0.794229,0.255555
954,0.794229,0.246613
955,0.794229,0.257191
956,0.794229,0.25958
957,0.794229,0.25293
958,0.794229,0.242464
959,0.794229,0.248597
960,0.794229,0.252017
961,0.794229,0.253106
962,0.794229,0.246297
963,0.794229,0.248468
964,0.794229,0.254749
965,0.794229,0.25057
966,0.794229,0.253173
967,0.794229,0.246087
968,0.794229,0.248775
969,0.794229,0.252862
970,0.794229,0.258754
971,0.794229,0.256944
972,0.794229,0.240907
973,0.794229,0.24597
974,0.794229,0.25167
975,0.794229,0.250981
976,0.794229,0.24305
977,0.794229,0.243582
978,0.794229,0.24737
979,0.794229,0.254319
980,0.794229,0.242269
981,0.794229,0.248173
982,0.794229,0.250738
983,0.794229,0.262625
984,0.794229,0.258517
985,0.794229,0.249834
986,0.794229,0.239634
987,0.794229,0.247223
988,0.794229,0.25223
989,0.794229,0.252557
990,0.794229,0.255868
991,0.794229,0.251159
992,0.794229,0.244134
993,0.794229,0.25855
994,0.794229,0.245209
995,0.794229,0.248987
996,0.794229,0.25502
997,0.794229,0.251793
998,0.794229,0.251754
999,0.794229,0.247858
1000,0.794229,0.245352
1001,0.794229,0.244841
1002,0.794229,0.249118
1003,0.794229,0.255362
1004,0.794229,0.254715
1005,0.794229,0.244464
1006,0.794229,0.252713
1007,0.794229,0.258342
1008,0.794229,0.254661
1009,0.794229,0.258367
1010,0.794229,0.251155
1011,0.794229,0.250699
1012,0.794229,0.259393
1013,0.794229,0.24131
1014,0.794229,0.254937
1015,0.794229,0.25309
1016,0.794229,0.254575
1017,0.794229,0.248599
1018,0.794229,0.25822
1019,0.794229,0.243099
1020,0.794229,0.249618
1021,0.794229,0.247888
1022,0.794229,0.244614
1023,0.794229,0.250237
1024,0.794229,0.252358
1025,0.794229,0.248487
1026,0.794229,0.241848
1027,0.794229,0.255582
1028,0.794229,0.254765
1029,0.794229,0.253493
1030,0.794229,0.254497
1031,0.794229,0.247058
1032,0.794229,0.248772
1033,0.794229,0.245263
1034,0.794229,0.243961
1035,0.794229,0.253862
1036,0.794229,0.247361
1037,0.794229,0.248032
1038,0.794229,0.253267
1039,0.794229,0.252066
1040,0.794229,0.243868
1041,0.794229,0.249489
1042,0.794229,0.257951
1043,0.794229,0.252899
1044,0.794229,0.247529
1045,0.794229,0.24976
1046,0.794229,0.2447
1047,0.794229,0.257706
1048,0.794229,0.257287
1049,0.794229,0.247737
1050,0.794229,0.245861
1051,0.794229,0.25724
1052,0.794229,0.251211
1053,0.794229,0.255039
1054,0.794229,0.247337
1055,0.794229,0.249474
1056,0.794229,0.246808
1057,0.794229,0.254087
1058,0.794229,0.247183
1059,0.794229,0.261672
1060,0.794229,0.25473
1061,0.794229,0.248739
1062,0.794229,0.247719
1063,0.794229,0.244573
1064,0.794229,0.252272
1065,0.794229,0.242314
1066,0.794229,0.245013
1067,0.794229,0.255945
1068,0.794229,0.248124
1069,0.794229,0.252658
1070,0.794229,0.252003
1071,0.794229,0.246296
1072,0.794229,0.243993
1073,0.794229,0.250043
1074,0.794229,0.248914
1075,0.794229,0.247093
1076,0.794229,0.242693
1077,0.794229,0.249794
1078,0.794229,0.248593
1079,0.794229,0.255379
1080,0.794229,0.257458
1081,0.794229,0.257612
1082,0.794229,0.254576
1083,0.794229,0.2514
1084,0.794229,0.255895
1085,0.794229,0.249377
1086,0.794229,0.243276
1087,0.794229,0.24207
1088,0.794229,0.25248
1089,0.794229,0.249738
1090,0.794229,0.258144
1091,0.794229,0.252377
1092,0.794229,0.247136
1093,0.794229,0.245538
1094,0.794229,0.253003
1095,0.794229,0.257318
1096,0.794229,0.253689
1097,0.794229,0.251533
1098,0.794229,0.257522
1099,0.794229,0.251918
1100,0.794229,0.24982
1101,0.794229,0.242734
1102,0.794229,0.236892
1103,0.794229,0.252336
1104,0.794229,0.248441
1105,0.794229,0.246553
1106,0.794229,0.246038
1107,0.794229,0.239965
1108,0.794229,0.242503
1109,0.794229,0.247078
1110,0.794229,0.251147
1111,0.794229,0.242711
1112,0.794229,0.249027
1113,0.794229,0.246822
1114,0.794229,0.247246
1115,0.794229,0.238216
1116,0.794229,0.259126
1117,0.794229,0.242774
1118,0.794229,0.253383
1119,0.794229,0.255435
1120,0.794229,0.250401
1121,0.794229,0.250542
1122,0.794229,0.246833
1123,0.794229,0.249634
1124,0.794229,0.249922
1125,0.794229,0.253641
1126,0.794229,0.249994
1127,0.794229,0.24451
1128,0.794229,0.258329
1129,0.794229,0.255746
1130,0.794229,0.254153
1131,0.794229,0.25079
1132,0.794229,0.246261
1133,0.794229,0.255574
1134,0.794229,0.252895
1135,0.794229,0.249619
1136,0.794229,0.255976
1137,0.794229,0.240696
1138,0.794229,0.25255
1139,0.794229,0.25057
1140,0.794229,0.243142
1141,0.794229,0.248718
1142,0.794229,0.243005
1143,0.794229,0.254294
1144,0.794229,0.253707
1145,0.794229,0.248508
1146,0.794229,0.243417
1147,0.794229,0.24609
1148,0.794229,0.249255
1149,0.794229,0.253663
1150,0.794229,0.257401
