Iteration,EA Max Fitness,EA Avg Fitness,Random Max Fitness,Random Avg Fitness
0,0.411666,0.241337,0.443914,0.248042
1,0.478705,0.266775,0.48453,0.253357
2,0.478705,0.278015,0.497146,0.254549
3,0.478705,0.286125,0.497146,0.240822
4,0.531771,0.291809,0.540866,0.248126
5,0.531771,0.286157,0.569856,0.247132
6,0.531771,0.292979,0.569856,0.24842
7,0.542027,0.299865,0.60201,0.250018
8,0.713112,0.303948,0.60201,0.247356
9,0.713112,0.317664,0.60201,0.253361
10,0.713112,0.302155,0.646383,0.24966
11,0.713112,0.309494,0.657225,0.254845
12,0.713112,0.31298,0.657225,0.247316
13,0.713112,0.32628,0.657225,0.254329
14,0.713112,0.335651,0.657225,0.24599
15,0.713112,0.331262,0.657225,0.249789
16,0.713112,0.343298,0.657225,0.246392
17,0.713112,0.324338,0.657225,0.248563
18,0.713112,0.339071,0.657225,0.250876
19,0.713112,0.341733,0.657225,0.253224
20,0.723974,0.359697,0.657225,0.249459
21,0.723974,0.357464,0.657225,0.24835
22,0.723974,0.355722,0.657225,0.255218
23,0.723974,0.367475,0.657225,0.250796
24,0.723974,0.355979,0.657225,0.251645
25,0.723974,0.356546,0.657225,0.250231
26,0.723974,0.368159,0.657225,0.247128
27,0.723974,0.380989,0.657225,0.24669
28,0.723974,0.397464,0.657225,0.243651
29,0.723974,0.387278,0.657225,0.249209
30,0.724286,0.414545,0.657225,0.244327
31,0.740602,0.41955,0.657225,0.242734
32,0.740602,0.439292,0.66233,0.248167
33,0.805706,0.431295,0.66233,0.248867
34,0.805706,0.444479,0.66233,0.256926
35,0.805706,0.431776,0.66233,0.250529
36,0.805706,0.433295,0.66233,0.247554
37,0.805706,0.436001,0.66233,0.251013
38,0.805706,0.451833,0.677874,0.259375
39,0.805706,0.457109,0.677874,0.25014
40,0.805706,0.444353,0.677874,0.246357
41,0.805706,0.436073,0.687705,0.259979
42,0.805706,0.442216,0.687705,0.240569
43,0.810808,0.450238,0.687705,0.254796
44,0.810808,0.449775,0.687705,0.254745
45,0.810808,0.441305,0.687705,0.251558
46,0.810808,0.444221,0.687705,0.260429
47,0.810808,0.480636,0.689032,0.254419
48,0.810808,0.436839,0.689032,0.249058
49,0.810808,0.453483,0.689032,0.254007
50,0.810808,0.472061,0.689032,0.256666
51,0.810808,0.468236,0.689032,0.244804
52,0.810808,0.45199,0.689032,0.258044
53,0.810808,0.462003,0.689032,0.245231
54,0.810808,0.445429,0.689032,0.253926
55,0.810808,0.437639,0.689032,0.257938
56,0.810808,0.445253,0.689032,0.246156
57,0.810808,0.46257,0.689032,0.244849
58,0.810808,0.448542,0.689032,0.254426
59,0.810808,0.45739,0.689032,0.25388
60,0.810808,0.444565,0.689032,0.238536
61,0.810808,0.453575,0.713223,0.243343
62,0.810808,0.464081,0.713223,0.248251
63,0.810808,0.474452,0.713223,0.249625
64,0.810808,0.446448,0.713223,0.251775
65,0.810808,0.457886,0.713223,0.258449
66,0.810808,0.461572,0.713223,0.256268
67,0.821595,0.466862,0.713223,0.245271
68,0.821595,0.455065,0.716569,0.24623
69,0.821595,0.459918,0.716569,0.24417
70,0.821595,0.44376,0.716569,0.253205
71,0.821595,0.461205,0.716569,0.251066
72,0.821595,0.430753,0.716569,0.251071
73,0.821595,0.470276,0.716569,0.246327
74,0.821595,0.449588,0.716569,0.244114
75,0.821595,0.462953,0.716569,0.254643
76,0.821595,0.474231,0.72347,0.252369
77,0.821595,0.476297,0.72347,0.251462
78,0.821595,0.471766,0.72347,0.25462
79,0.821595,0.448569,0.72347,0.255528
80,0.821595,0.469221,0.72347,0.244077
81,0.821595,0.461174,0.72347,0.244674
82,0.821595,0.450687,0.72347,0.243917
83,0.821595,0.458074,0.72347,0.247799
84,0.821595,0.460936,0.72347,0.253434
85,0.821595,0.483599,0.72347,0.248471
86,0.821595,0.473198,0.72347,0.256477
87,0.821595,0.470557,0.72347,0.25758
88,0.821595,0.46389,0.72347,0.244447
89,0.821595,0.458011,0.72347,0.257934
90,0.821595,0.478856,0.72347,0.245611
91,0.821595,0.479091,0.72347,0.244239
92,0.821595,0.441156,0.72347,0.247411
93,0.821595,0.448474,0.72347,0.253182
94,0.821595,0.487509,0.72347,0.253072
95,0.821595,0.468643,0.72347,0.24963
96,0.825593,0.470438,0.72347,0.25192
97,0.825593,0.47529,0.72347,0.253458
98,0.825593,0.496741,0.72347,0.252467
99,0.825593,0.485468,0.72347,0.253849
100,0.825593,0.462527,0.72347,0.248024
101,0.825593,0.489438,0.72347,0.243384
102,0.825593,0.467253,0.72347,0.24987
103,0.825593,0.492301,0.72347,0.25308
104,0.825593,0.481316,0.72347,0.252065
105,0.825593,0.465593,0.72347,0.248274
106,0.825593,0.454906,0.72347,0.251777
107,0.825593,0.462262,0.72347,0.251671
108,0.825593,0.458982,0.72347,0.254879
109,0.825593,0.462564,0.72347,0.246626
110,0.825593,0.475754,0.72347,0.248007
111,0.825593,0.484444,0.72347,0.250683
112,0.825593,0.475894,0.72347,0.250822
113,0.825593,0.46664,0.72347,0.242958
114,0.825593,0.463949,0.72347,0.244573
115,0.825593,0.483038,0.72347,0.247204
116,0.825593,0.498462,0.72347,0.243171
117,0.825593,0.473553,0.72347,0.24942
118,0.825593,0.472698,0.72347,0.255642
119,0.825593,0.47544,0.72347,0.254909
120,0.825593,0.501217,0.72347,0.253073
121,0.825593,0.473517,0.72347,0.251673
122,0.825593,0.444801,0.72347,0.253126
123,0.825593,0.479218,0.72347,0.249031
124,0.825593,0.498426,0.72347,0.249521
125,0.825593,0.494185,0.72347,0.25178
126,0.825593,0.470887,0.72347,0.252948
127,0.825593,0.465167,0.72347,0.243182
128,0.825593,0.453788,0.72347,0.245574
129,0.825593,0.458458,0.72347,0.252395
130,0.825593,0.473361,0.72347,0.252472
131,0.825593,0.479976,0.72347,0.247745
132,0.825593,0.479025,0.72347,0.250483
133,0.825593,0.489167,0.72347,0.244361
134,0.825593,0.491888,0.72347,0.255823
135,0.825593,0.46439,0.72347,0.249148
136,0.825593,0.479957,0.72347,0.252285
137,0.825593,0.461127,0.72347,0.25115
138,0.825593,0.476632,0.72347,0.249099
139,0.825593,0.457677,0.72347,0.248333
140,0.825593,0.456038,0.72347,0.253862
141,0.825593,0.474281,0.72347,0.249644
142,0.825593,0.440017,0.72347,0.251382
143,0.825593,0.483124,0.72347,0.248563
144,0.825593,0.469761,0.72347,0.253957
145,0.825593,0.479063,0.72347,0.239228
146,0.825593,0.472091,0.72347,0.256982
147,0.825593,0.490089,0.72347,0.254121
148,0.825593,0.487946,0.72347,0.248304
149,0.825593,0.483063,0.72347,0.255456
150,0.825593,0.490444,0.72347,0.247469
151,0.825593,0.485187,0.72347,0.252382
152,0.825593,0.476694,0.72347,0.254999
153,0.825593,0.495574,0.72347,0.247644
154,0.825593,0.478401,0.72347,0.247501
155,0.825593,0.465664,0.72347,0.246615
156,0.825593,0.487881,0.72347,0.252259
157,0.825593,0.477611,0.72347,0.24784
158,0.825593,0.498143,0.72347,0.253188
159,0.825593,0.497852,0.72347,0.252968
160,0.825593,0.520437,0.72347,0.246318
161,0.825593,0.489583,0.72347,0.242638
162,0.825593,0.483255,0.72347,0.244693
163,0.825593,0.491073,0.72347,0.251624
164,0.825593,0.494963,0.72347,0.252858
165,0.825593,0.505207,0.72347,0.25589
166,0.826889,0.494981,0.72347,0.254876
167,0.826889,0.506937,0.72347,0.24653
168,0.827544,0.513954,0.72347,0.242486
169,0.827544,0.492118,0.72347,0.248868
170,0.827544,0.474622,0.72347,0.258187
171,0.827544,0.492404,0.72347,0.244893
172,0.827544,0.503251,0.72347,0.245881
173,0.827544,0.492915,0.72347,0.243792
174,0.827544,0.500746,0.72347,0.254151
175,0.827544,0.479445,0.72347,0.252346
176,0.827544,0.474685,0.72347,0.250677
177,0.853419,0.479475,0.72347,0.253294
178,0.853419,0.478414,0.72347,0.249372
179,0.853419,0.50167,0.72347,0.246225
180,0.854877,0.497221,0.72347,0.251573
181,0.854877,0.498961,0.72347,0.242253
182,0.854877,0.490483,0.72347,0.2431
183,0.854877,0.482782,0.72347,0.245516
184,0.854877,0.490578,0.72347,0.247288
185,0.854877,0.500069,0.72347,0.253225
186,0.854877,0.493359,0.72347,0.247703
187,0.854877,0.502108,0.72347,0.254815
188,0.854877,0.49916,0.72347,0.257301
189,0.854877,0.486902,0.72347,0.25325
190,0.854877,0.491846,0.72347,0.257282
191,0.854877,0.469181,0.72347,0.254316
192,0.854877,0.478483,0.72347,0.253775
193,0.854877,0.50086,0.72347,0.254943
194,0.854877,0.476248,0.72347,0.247142
195,0.854877,0.47178,0.72347,0.245165
196,0.854877,0.468516,0.72347,0.249198
197,0.854877,0.482161,0.72347,0.250344
198,0.854877,0.463541,0.72347,0.248504
199,0.854877,0.474798,0.72347,0.261294
200,0.854877,0.462657,0.72347,0.248397
201,0.854877,0.480755,0.72347,0.251681
202,0.854877,0.503183,0.72347,0.248983
203,0.854877,0.479136,0.72347,0.25577
204,0.854877,0.481187,0.72347,0.24887
205,0.854877,0.476471,0.72347,0.255384
206,0.854877,0.489211,0.72347,0.25598
207,0.854877,0.498913,0.72347,0.250557
208,0.854877,0.474391,0.72347,0.251232
209,0.854877,0.452873,0.72347,0.25138
210,0.854877,0.491468,0.72347,0.256221
211,0.854877,0.481663,0.72347,0.245622
212,0.854877,0.473274,0.72347,0.249366
213,0.869416,0.499232,0.72347,0.24777
214,0.869416,0.496907,0.72347,0.247489
215,0.869416,0.468159,0.72347,0.241986
216,0.869416,0.479409,0.72347,0.25742
217,0.869416,0.468535,0.72347,0.260952
218,0.869416,0.492472,0.72347,0.247878
219,0.869416,0.459422,0.72347,0.245211
220,0.869416,0.496364,0.72347,0.246319
221,0.869416,0.48668,0.72347,0.243414
222,0.869416,0.476152,0.72347,0.252726
223,0.869416,0.467375,0.72347,0.246727
224,0.869416,0.484071,0.72347,0.244398
225,0.869416,0.486208,0.72347,0.254108
226,0.869416,0.494308,0.72347,0.25483
227,0.869416,0.485511,0.72347,0.253717
228,0.869416,0.468718,0.72347,0.255871
229,0.869416,0.486587,0.72347,0.250141
230,0.869416,0.487609,0.72347,0.250996
231,0.870086,0.472508,0.72347,0.25586
232,0.870086,0.485695,0.72347,0.251553
233,0.870086,0.476535,0.72347,0.255739
234,0.870086,0.490742,0.72347,0.251338
235,0.872465,0.515836,0.72347,0.253547
236,0.872465,0.49547,0.72347,0.247249
237,0.872465,0.495433,0.72347,0.250821
238,0.872465,0.488501,0.72347,0.250854
239,0.925522,0.484434,0.72347,0.251684
240,0.925522,0.493986,0.72347,0.251208
241,0.925522,0.498865,0.72347,0.243918
242,0.925522,0.518315,0.72347,0.258463
243,0.925522,0.478061,0.72347,0.249449
244,0.925522,0.484244,0.72347,0.251112
245,0.925522,0.504392,0.72347,0.253982
246,0.925522,0.513428,0.72347,0.251744
247,0.925522,0.508808,0.72347,0.246728
