Iteration,Rank,Fitness,Chromosome
1999,0,0.953074,"[['cx(1,0)', '-'], ['-', 'cy(0,1)'], ['-', 't(1)'], ['t(0)', '-'], ['crx(1,0,1.5709570173470075)', '-'], ['z(0)', '-'], ['h(0)', 'tdg(1)'], ['w', 'h(1)']]"
1999,1,0.953074,"[['cx(1,0)', '-'], ['-', 'cy(0,1)'], ['-', 't(1)'], ['tdg(0)', '-'], ['crx(1,0,1.5706240737423909)', '-'], ['z(0)', '-'], ['h(0)', 'rz(1,0.35574252292050945)'], ['w', 'h(1)'], ['w', 'w']]"
1999,2,0.953074,"[['cx(1,0)', '-'], ['-', 'cy(0,1)'], ['-', 't(1)'], ['tdg(0)', '-'], ['crx(1,0,1.570539424741173)', '-'], ['z(0)', '-'], ['h(0)', 'rz(1,0.0782618648425426)'], ['w', 'h(1)'], ['w', 'w']]"
1999,3,0.953074,"[['cx(1,0)', '-'], ['-', 'cy(0,1)'], ['-', 't(1)'], ['tdg(0)', '-'], ['crx(1,0,1.5715017558689013)', '-'], ['z(0)', '-'], ['h(0)', 'rz(1,0.2624115160873022)'], ['w', 'h(1)']]"
1999,4,0.953074,"[['cx(1,0)', '-'], ['-', 'cy(0,1)'], ['-', 't(1)'], ['tdg(0)', '-'], ['crx(1,0,1.5700648560263326)', '-'], ['z(0)', '-'], ['h(0)', 't(1)'], ['w', 'h(1)']]"
1999,5,0.953074,"[['cy(1,0)', '-'], ['-', 'cy(0,1)'], ['-', 't(1)'], ['sdg(0)', '-'], ['crx(1,0,1.5700270846046283)', '-'], ['z(0)', '-'], ['h(0)', 'rz(1,0.5454731842571248)'], ['w', 'h(1)']]"
1999,6,0.953074,"[['cx(1,0)', '-'], ['-', 'cy(0,1)'], ['-', 't(1)'], ['tdg(0)', '-'], ['crx(1,0,1.5700010493076944)', '-'], ['z(0)', '-'], ['h(0)', 'tdg(1)'], ['w', 'z(1)'], ['w', 'h(1)']]"
1999,7,0.953074,"[['cx(1,0)', '-'], ['-', 'cy(0,1)'], ['-', 't(1)'], ['tdg(0)', '-'], ['crx(1,0,1.5699269169278647)', '-'], ['z(0)', '-'], ['h(0)', 'rz(1,0.26942277854915464)'], ['w', 'h(1)']]"
1999,8,0.953074,"[['cx(1,0)', '-'], ['-', 'cy(0,1)'], ['-', 't(1)'], ['tdg(0)', '-'], ['crx(1,0,1.5698936736151938)', '-'], ['z(0)', '-'], ['h(0)', 'tdg(1)'], ['w', 'h(1)']]"
1999,9,0.953074,"[['cx(1,0)', '-'], ['-', 'cy(0,1)'], ['-', 'z(1)'], ['tdg(0)', '-'], ['crx(1,0,1.5697736995100624)', '-'], ['z(0)', '-'], ['h(0)', 'tdg(1)'], ['w', 'h(1)']]"
