Iteration,Rank,Fitness,Chromosome
1999,0,0.946812,"[['-', 'rx(1,0.7822176665614544)'], ['cx(1,0)', '-'], ['-', 'w'], ['ryy(1,0,0.783369437647311)', '-'], ['ry(0,1.5627306441277744)', 'h(1)'], ['cx(1,0)', '-']]"
1999,1,0.946806,"[['-', 'rx(1,0.7822303466562549)'], ['cx(1,0)', '-'], ['-', 'w'], ['ryy(1,0,0.7951507726891237)', '-'], ['ry(0,1.5698483963636969)', 'h(1)'], ['cx(1,0)', '-']]"
1999,2,0.946802,"[['-', 'rx(1,0.791352621757903)'], ['cx(1,0)', '-'], ['-', 'w'], ['ryy(1,0,0.7776567085869239)', '-'], ['ry(0,1.5760526563225574)', 'h(1)'], ['cx(1,0)', '-']]"
1999,3,0.946790,"[['-', 'rx(1,0.7844508322024492)'], ['cx(1,0)', '-'], ['-', 'w'], ['ryy(1,0,0.7722600160953215)', '-'], ['ry(0,1.5713983877536661)', 'h(1)'], ['cx(1,0)', '-']]"
1999,4,0.946784,"[['-', 'rx(1,0.7830721716710703)'], ['cx(1,0)', '-'], ['-', 'w'], ['ryy(1,0,0.781725776735778)', '-'], ['ry(0,1.5574035331166176)', 'h(1)'], ['cx(1,0)', '-'], ['swap(1,0)', '-'], ['w', 'w']]"
1999,5,0.946779,"[['-', 'rx(1,0.775271026380225)'], ['cx(1,0)', '-'], ['w', '-'], ['ryy(1,0,0.7902718126583672)', '-'], ['ry(0,1.5610083868405513)', 'h(1)'], ['cx(1,0)', '-']]"
1999,6,0.946778,"[['-', 'rx(1,0.7743551555393021)'], ['cx(1,0)', '-'], ['-', 'w'], ['ryy(1,0,0.7945628826874416)', '-'], ['ry(0,1.5665536153116069)', 'h(1)'], ['cx(1,0)', '-']]"
1999,7,0.946765,"[['-', 'rx(1,0.7866731305672751)'], ['cx(1,0)', '-'], ['-', 'w'], ['ryy(1,0,0.7758629441090082)', '-'], ['ry(0,1.5845172597774346)', 'h(1)'], ['cx(1,0)', '-']]"
1999,8,0.946764,"[['-', 'rx(1,0.7880114859077546)'], ['cx(1,0)', '-'], ['-', 'w'], ['ryy(1,0,0.8013179039680088)', '-'], ['ry(0,1.5656498981539373)', 'h(1)'], ['cx(1,0)', '-'], ['w', 'w']]"
1999,9,0.946763,"[['-', 'rx(1,0.7879769041329682)'], ['cx(1,0)', '-'], ['-', 'w'], ['ryy(1,0,0.7928370391825991)', '-'], ['ry(0,1.5859073324249842)', 'h(1)'], ['cx(1,0)', '-'], ['w', '-'], ['w', 'w']]"
