Iteration,EA Max Fitness,EA Avg Fitness,Random Max Fitness,Random Avg Fitness
0,0.547802,0.255324,0.443914,0.248042
1,0.550748,0.283240,0.484530,0.253357
2,0.550748,0.306129,0.497146,0.254549
3,0.550748,0.300813,0.497146,0.240822
4,0.550748,0.306125,0.540866,0.248126
5,0.550748,0.303102,0.569856,0.247132
6,0.550748,0.316980,0.569856,0.248420
7,0.550748,0.318414,0.602010,0.250018
8,0.550748,0.321154,0.602010,0.247356
9,0.550748,0.332406,0.602010,0.253361
10,0.550748,0.310810,0.646383,0.249660
11,0.550748,0.314833,0.657225,0.254845
12,0.652167,0.329303,0.657225,0.247316
13,0.652167,0.339013,0.657225,0.254329
14,0.652167,0.331122,0.657225,0.245990
15,0.652167,0.333553,0.657225,0.249789
16,0.652167,0.324010,0.657225,0.246392
17,0.652167,0.328911,0.657225,0.248563
18,0.652167,0.329842,0.657225,0.250876
19,0.652167,0.337784,0.657225,0.253224
20,0.652167,0.330629,0.657225,0.249459
21,0.652167,0.343714,0.657225,0.248350
22,0.652167,0.345388,0.657225,0.255218
23,0.652167,0.341701,0.657225,0.250796
24,0.652167,0.341367,0.657225,0.251645
25,0.685003,0.339443,0.657225,0.250231
26,0.685003,0.360790,0.657225,0.247128
27,0.685003,0.346832,0.657225,0.246690
28,0.685003,0.351440,0.657225,0.243651
29,0.685003,0.370127,0.657225,0.249209
30,0.685003,0.353269,0.657225,0.244327
31,0.685003,0.344047,0.657225,0.242734
32,0.685003,0.358802,0.662330,0.248167
33,0.685003,0.349675,0.662330,0.248867
34,0.685003,0.347088,0.662330,0.256926
35,0.685003,0.364911,0.662330,0.250529
36,0.749424,0.362259,0.662330,0.247554
37,0.749424,0.366812,0.662330,0.251013
38,0.749424,0.371180,0.677874,0.259375
39,0.749424,0.349045,0.677874,0.250140
40,0.749424,0.364594,0.677874,0.246357
41,0.749424,0.371158,0.687705,0.259979
42,0.749424,0.369167,0.687705,0.240569
43,0.749424,0.356073,0.687705,0.254796
44,0.749424,0.377201,0.687705,0.254745
45,0.749424,0.371346,0.687705,0.251558
46,0.749424,0.388571,0.687705,0.260429
47,0.749424,0.381399,0.689032,0.254419
