Iteration,Rank,Fitness,Chromosome
1999,0,0.996989,"[['-', 'crx(0,1,1.5673936112971507)'], ['t(0)', 'h(1)'], ['rxx(1,0,7.846621841142496)', '-'], ['s(0)', 'rz(1,7.350710629160858e-07)'], ['cry(1,0,7.495127267540618e-06)', '-'], ['cx(1,0)', '-'], ['w', 'rx(1,0.61891592229252)']]"
1999,1,0.996989,"[['-', 'crx(0,1,1.5673936112971507)'], ['t(0)', 'h(1)'], ['rxx(1,0,7.846621841142496)', '-'], ['s(0)', 'rz(1,7.350710629160858e-07)'], ['cry(1,0,7.495127267540618e-06)', '-'], ['cx(1,0)', '-'], ['w', 'rx(1,0.61891592229252)']]"
1999,2,0.996989,"[['-', 'crx(0,1,1.5673936112971507)'], ['t(0)', 'h(1)'], ['rxx(1,0,7.846621841142496)', '-'], ['s(0)', 'rz(1,7.369693598007088e-07)'], ['cry(1,0,7.495127267540618e-06)', '-'], ['cx(1,0)', '-'], ['w', 'rx(1,0.61891592229252)']]"
1999,3,0.996989,"[['-', 'crx(0,1,1.5673936112971507)'], ['t(0)', 'h(1)'], ['rxx(1,0,7.846621841142496)', '-'], ['s(0)', 'rz(1,7.369693598007088e-07)'], ['cry(1,0,7.495127267540618e-06)', '-'], ['cx(1,0)', '-'], ['w', 'rx(1,0.61891592229252)']]"
1999,4,0.996989,"[['-', 'crx(0,1,1.5673936112971507)'], ['t(0)', 'h(1)'], ['rxx(1,0,7.846621841142496)', '-'], ['s(0)', 'rz(1,7.369693598007088e-07)'], ['cry(1,0,7.495127267540618e-06)', '-'], ['cx(1,0)', '-'], ['w', 'rx(1,0.61891592229252)']]"
1999,5,0.996989,"[['-', 'crx(0,1,1.5673936112971507)'], ['t(0)', 'h(1)'], ['rxx(1,0,7.846621841142496)', '-'], ['s(0)', 'rz(1,7.369693598007088e-07)'], ['cry(1,0,7.495127267540618e-06)', '-'], ['cx(1,0)', '-'], ['w', 'rx(1,0.61891592229252)']]"
1999,6,0.996989,"[['-', 'crx(0,1,1.5673936112971507)'], ['t(0)', 'h(1)'], ['rxx(1,0,7.846621841142496)', '-'], ['s(0)', 'rz(1,7.369693598007088e-07)'], ['cry(1,0,7.495127267540618e-06)', '-'], ['cx(1,0)', '-'], ['w', 'rx(1,0.61891592229252)']]"
1999,7,0.996989,"[['-', 'crx(0,1,1.5673936112971507)'], ['t(0)', 'h(1)'], ['rxx(1,0,7.846621841142496)', '-'], ['s(0)', 'rz(1,7.369693598007088e-07)'], ['cry(1,0,7.495127267540618e-06)', '-'], ['cx(1,0)', '-'], ['w', 'rx(1,0.61891592229252)']]"
1999,8,0.996989,"[['-', 'crx(0,1,1.5673936112971507)'], ['t(0)', 'h(1)'], ['rxx(1,0,7.846621841142496)', '-'], ['s(0)', 'rz(1,7.369693598007088e-07)'], ['cry(1,0,7.495127267540618e-06)', '-'], ['cx(1,0)', '-'], ['w', 'rx(1,0.61891592229252)']]"
1999,9,0.996989,"[['-', 'crx(0,1,1.5673936112971507)'], ['s(0)', 'h(1)'], ['rxx(1,0,7.846621841142496)', '-'], ['s(0)', 'rz(1,8.152258779959984e-07)'], ['cry(1,0,7.495127267540618e-06)', '-'], ['cx(1,0)', '-'], ['w', 'rx(1,0.12959103988772824)']]"
