Iteration,Run,ChromosomeIndex,Fitness
0,0,0,0.300541
0,0,1,0.202289
0,0,2,0.237337
0,0,3,0.314685
0,0,4,0.345601
0,0,5,0.242141
0,0,6,0.250000
0,0,7,0.257330
0,0,8,0.250486
0,0,9,0.239886
0,0,10,0.293485
0,0,11,0.168167
0,0,12,0.263232
0,0,13,0.281318
0,0,14,0.239864
0,0,15,0.296446
0,0,16,0.250000
0,0,17,0.329956
0,0,18,0.268411
0,0,19,0.250000
0,0,20,0.312011
0,0,21,0.288065
0,0,22,0.233065
0,0,23,0.216531
0,0,24,0.278705
0,0,25,0.268253
0,0,26,0.223143
0,0,27,0.185170
0,0,28,0.289358
0,0,29,0.250000
0,0,30,0.304662
0,0,31,0.324123
0,0,32,0.250000
0,0,33,0.197679
0,0,34,0.299632
0,0,35,0.253119
0,0,36,0.233435
0,0,37,0.250000
0,0,38,0.150089
0,0,39,0.340671
0,0,40,0.250000
0,0,41,0.248428
0,0,42,0.249789
0,0,43,0.228811
0,0,44,0.086590
0,0,45,0.210296
0,0,46,0.296966
0,0,47,0.184824
0,0,48,0.250000
0,0,49,0.231524
0,0,50,0.291419
0,0,51,0.130394
0,0,52,0.190059
0,0,53,0.221779
0,0,54,0.256975
0,0,55,0.295032
0,0,56,0.206378
0,0,57,0.240677
0,0,58,0.254467
0,0,59,0.240112
0,0,60,0.250000
0,0,61,0.250000
0,0,62,0.177368
0,0,63,0.344847
0,0,64,0.280359
0,0,65,0.334333
0,0,66,0.207389
0,0,67,0.151942
0,0,68,0.250000
0,0,69,0.250012
0,0,70,0.276599
0,0,71,0.147538
0,0,72,0.150670
0,0,73,0.266512
0,0,74,0.186587
0,0,75,0.231397
0,0,76,0.250169
0,0,77,0.217380
0,0,78,0.210849
0,0,79,0.223163
0,0,80,0.250000
0,0,81,0.219744
0,0,82,0.155316
0,0,83,0.304058
0,0,84,0.330735
0,0,85,0.196352
0,0,86,0.221848
0,0,87,0.248463
0,0,88,0.276777
0,0,89,0.334067
0,0,90,0.255410
0,0,91,0.239449
0,0,92,0.187237
0,0,93,0.251370
0,0,94,0.250000
0,0,95,0.319143
0,0,96,0.141753
0,0,97,0.250000
0,0,98,0.331445
0,0,99,0.199682
100,0,0,0.877688
100,0,1,0.870155
100,0,2,0.861310
100,0,3,0.860825
100,0,4,0.853718
100,0,5,0.850664
100,0,6,0.847868
100,0,7,0.846932
100,0,8,0.842472
100,0,9,0.836516
100,0,10,0.836208
100,0,11,0.835727
100,0,12,0.830184
100,0,13,0.829943
100,0,14,0.827736
100,0,15,0.825669
100,0,16,0.825440
100,0,17,0.825079
100,0,18,0.824498
100,0,19,0.824467
100,0,20,0.820708
100,0,21,0.819440
100,0,22,0.817046
100,0,23,0.815681
100,0,24,0.815101
100,0,25,0.814688
100,0,26,0.810533
100,0,27,0.805711
100,0,28,0.805092
100,0,29,0.804872
100,0,30,0.803806
100,0,31,0.797688
100,0,32,0.797469
100,0,33,0.116332
100,0,34,0.348612
100,0,35,0.458526
100,0,36,0.341815
100,0,37,0.250000
100,0,38,0.266378
100,0,39,0.258604
100,0,40,0.347679
100,0,41,0.200277
100,0,42,0.237327
100,0,43,0.797694
100,0,44,0.261820
100,0,45,0.192664
100,0,46,0.230444
100,0,47,0.250000
100,0,48,0.274798
100,0,49,0.318010
100,0,50,0.541840
100,0,51,0.250000
100,0,52,0.474375
100,0,53,0.365105
100,0,54,0.217260
100,0,55,0.875400
100,0,56,0.175014
100,0,57,0.297637
100,0,58,0.644345
100,0,59,0.221917
100,0,60,0.240982
100,0,61,0.240190
100,0,62,0.285479
100,0,63,0.178161
100,0,64,0.168230
100,0,65,0.317044
100,0,66,0.078881
100,0,67,0.247243
100,0,68,0.280190
100,0,69,0.233403
100,0,70,0.190634
100,0,71,0.249676
100,0,72,0.379660
100,0,73,0.160213
100,0,74,0.439316
100,0,75,0.250000
100,0,76,0.286463
100,0,77,0.276566
100,0,78,0.396255
100,0,79,0.279871
100,0,80,0.242201
100,0,81,0.752018
100,0,82,0.301475
100,0,83,0.184118
100,0,84,0.366855
100,0,85,0.250000
100,0,86,0.411658
100,0,87,0.194166
100,0,88,0.306606
100,0,89,0.270919
100,0,90,0.825762
100,0,91,0.478624
100,0,92,0.233804
100,0,93,0.300564
100,0,94,0.253059
100,0,95,0.251876
100,0,96,0.663343
100,0,97,0.207203
100,0,98,0.647807
100,0,99,0.240759
200,0,0,0.930912
200,0,1,0.923454
200,0,2,0.921753
200,0,3,0.916656
200,0,4,0.914952
200,0,5,0.906850
200,0,6,0.906757
200,0,7,0.904237
200,0,8,0.903566
200,0,9,0.901628
200,0,10,0.893988
200,0,11,0.892919
200,0,12,0.892783
200,0,13,0.890552
200,0,14,0.890400
200,0,15,0.889267
200,0,16,0.889103
200,0,17,0.888918
200,0,18,0.887565
200,0,19,0.887201
200,0,20,0.887178
200,0,21,0.885742
200,0,22,0.885458
200,0,23,0.885215
200,0,24,0.884268
200,0,25,0.883870
200,0,26,0.883450
200,0,27,0.883397
200,0,28,0.882420
200,0,29,0.881870
200,0,30,0.881669
200,0,31,0.880991
200,0,32,0.879041
200,0,33,0.344262
200,0,34,0.097863
200,0,35,0.223670
200,0,36,0.583960
200,0,37,0.307952
200,0,38,0.412625
200,0,39,0.398303
200,0,40,0.638412
200,0,41,0.053854
200,0,42,0.192361
200,0,43,0.083627
200,0,44,0.824550
200,0,45,0.044277
200,0,46,0.250431
200,0,47,0.298513
200,0,48,0.377818
200,0,49,0.318980
200,0,50,0.250000
200,0,51,0.267563
200,0,52,0.166185
200,0,53,0.758341
200,0,54,0.462854
200,0,55,0.249402
200,0,56,0.276174
200,0,57,0.250105
200,0,58,0.213425
200,0,59,0.287419
200,0,60,0.305999
200,0,61,0.339265
200,0,62,0.360043
200,0,63,0.375218
200,0,64,0.180094
200,0,65,0.817927
200,0,66,0.028660
200,0,67,0.350746
200,0,68,0.250000
200,0,69,0.274710
200,0,70,0.446193
200,0,71,0.290138
200,0,72,0.263573
200,0,73,0.189213
200,0,74,0.045658
200,0,75,0.213178
200,0,76,0.144094
200,0,77,0.267107
200,0,78,0.361296
200,0,79,0.251261
200,0,80,0.887825
200,0,81,0.278304
200,0,82,0.360168
200,0,83,0.319637
200,0,84,0.031083
200,0,85,0.288637
200,0,86,0.341996
200,0,87,0.367414
200,0,88,0.299551
200,0,89,0.269696
200,0,90,0.312876
200,0,91,0.249516
200,0,92,0.638377
200,0,93,0.193746
200,0,94,0.293386
200,0,95,0.780488
200,0,96,0.455717
200,0,97,0.780648
200,0,98,0.282600
200,0,99,0.340705
300,0,0,0.951250
300,0,1,0.950159
300,0,2,0.949588
300,0,3,0.948667
300,0,4,0.948204
300,0,5,0.947967
300,0,6,0.947086
300,0,7,0.944742
300,0,8,0.943284
300,0,9,0.943223
300,0,10,0.941978
300,0,11,0.940922
300,0,12,0.937902
300,0,13,0.937828
300,0,14,0.937498
300,0,15,0.936934
300,0,16,0.936633
300,0,17,0.936589
300,0,18,0.936465
300,0,19,0.936027
300,0,20,0.935844
300,0,21,0.935731
300,0,22,0.935422
300,0,23,0.935149
300,0,24,0.935010
300,0,25,0.934978
300,0,26,0.934862
300,0,27,0.934786
300,0,28,0.934711
300,0,29,0.934584
300,0,30,0.934551
300,0,31,0.934406
300,0,32,0.934317
300,0,33,0.250000
300,0,34,0.250333
300,0,35,0.770174
300,0,36,0.336646
300,0,37,0.249979
300,0,38,0.186593
300,0,39,0.155386
300,0,40,0.405835
300,0,41,0.404966
300,0,42,0.318590
300,0,43,0.326635
300,0,44,0.250000
300,0,45,0.387052
300,0,46,0.172363
300,0,47,0.209130
300,0,48,0.249814
300,0,49,0.367125
300,0,50,0.149977
300,0,51,0.105099
300,0,52,0.250000
300,0,53,0.933495
300,0,54,0.250000
300,0,55,0.251766
300,0,56,0.250776
300,0,57,0.448813
300,0,58,0.429387
300,0,59,0.250000
300,0,60,0.250526
300,0,61,0.349675
300,0,62,0.933632
300,0,63,0.262310
300,0,64,0.262350
300,0,65,0.278696
300,0,66,0.249585
300,0,67,0.250000
300,0,68,0.369272
300,0,69,0.929178
300,0,70,0.334132
300,0,71,0.250000
300,0,72,0.307940
300,0,73,0.231671
300,0,74,0.250000
300,0,75,0.381902
300,0,76,0.250000
300,0,77,0.343073
300,0,78,0.408596
300,0,79,0.250000
300,0,80,0.380119
300,0,81,0.250000
300,0,82,0.389568
300,0,83,0.139474
300,0,84,0.292297
300,0,85,0.308952
300,0,86,0.292783
300,0,87,0.249817
300,0,88,0.445628
300,0,89,0.135545
300,0,90,0.318270
300,0,91,0.380191
300,0,92,0.811236
300,0,93,0.351716
300,0,94,0.250000
300,0,95,0.747703
300,0,96,0.719336
300,0,97,0.538550
